,BOROUGH,INCIDENT_DATE,TEMP_MAX_F,TEMP_MIN_F,PRECIPITATION_INCHES,VISIBILITY_MILES,MAX_WIND_SPEED_MPH,WEEKDAY,SEASON,HOLIDAY,TOTAL_CALL
1920068,BROOKLYN,2014-07-15,86,71,0.57,10,17,1,3,False,1009
1920071,QUEENS,2014-07-15,86,71,0.57,10,17,1,3,False,658
1920073,RICHMOND / STATEN ISLAND,2014-07-15,86,71,0.57,10,17,1,3,False,155
1920064,MANHATTAN,2014-07-15,86,71,0.57,10,17,1,3,False,990
1901474,RICHMOND / STATEN ISLAND,2014-07-16,82,69,0.93,10,15,2,3,False,160
1901467,QUEENS,2014-07-16,82,69,0.93,10,15,2,3,False,659
1901468,BROOKLYN,2014-07-16,82,69,0.93,10,15,2,3,False,1048
1901469,BRONX,2014-07-16,82,69,0.93,10,15,2,3,False,843
1901475,MANHATTAN,2014-07-16,82,69,0.93,10,15,2,3,False,945
1923800,BROOKLYN,2014-07-17,81,68,0.0,10,15,3,3,False,1049
1923786,QUEENS,2014-07-17,81,68,0.0,10,15,3,3,False,755
1923785,BRONX,2014-07-17,81,68,0.0,10,15,3,3,False,907
1923801,RICHMOND / STATEN ISLAND,2014-07-17,81,68,0.0,10,15,3,3,False,137
1923797,MANHATTAN,2014-07-17,81,68,0.0,10,15,3,3,False,1025
1927658,BROOKLYN,2014-07-18,81,68,0.0,10,10,4,3,False,1083
1927659,BRONX,2014-07-18,81,68,0.0,10,10,4,3,False,778
1927663,QUEENS,2014-07-18,81,68,0.0,10,10,4,3,False,702
1927697,RICHMOND / STATEN ISLAND,2014-07-18,81,68,0.0,10,10,4,3,False,150
1927661,MANHATTAN,2014-07-18,81,68,0.0,10,10,4,3,False,938
1931309,QUEENS,2014-07-20,75,67,0.0,10,16,6,3,False,731
1931310,BRONX,2014-07-20,75,67,0.0,10,16,6,3,False,815
1931315,BROOKLYN,2014-07-20,75,67,0.0,10,16,6,3,False,991
1931331,MANHATTAN,2014-07-20,75,67,0.0,10,16,6,3,False,846
1931346,RICHMOND / STATEN ISLAND,2014-07-20,75,67,0.0,10,16,6,3,False,148
1934840,BROOKLYN,2014-07-21,83,67,0.0,10,16,0,3,False,1068
1934842,BRONX,2014-07-21,83,67,0.0,10,16,0,3,False,914
1934844,RICHMOND / STATEN ISLAND,2014-07-21,83,67,0.0,10,16,0,3,False,161
1934850,MANHATTAN,2014-07-21,83,67,0.0,10,16,0,3,False,956
1934843,QUEENS,2014-07-21,83,67,0.0,10,16,0,3,False,739
1938678,QUEENS,2014-07-22,85,73,0.0,10,18,1,3,False,704
1938696,RICHMOND / STATEN ISLAND,2014-07-22,85,73,0.0,10,18,1,3,False,138
1938689,BROOKLYN,2014-07-22,85,73,0.0,10,18,1,3,False,1065
1938688,MANHATTAN,2014-07-22,85,73,0.0,10,18,1,3,False,989
1938680,BRONX,2014-07-22,85,73,0.0,10,18,1,3,False,886
1942479,RICHMOND / STATEN ISLAND,2014-07-23,88,74,0.0,10,17,2,3,False,165
1942464,MANHATTAN,2014-07-23,88,74,0.0,10,17,2,3,False,997
1942462,BROOKLYN,2014-07-23,88,74,0.0,10,17,2,3,False,1127
1942461,BRONX,2014-07-23,88,74,0.0,10,17,2,3,False,888
1942460,QUEENS,2014-07-23,88,74,0.0,10,17,2,3,False,789
1946466,RICHMOND / STATEN ISLAND,2014-07-24,80,73,0.12,10,14,3,3,False,167
1946435,MANHATTAN,2014-07-24,80,73,0.12,10,14,3,3,False,972
1946431,BRONX,2014-07-24,80,73,0.12,10,14,3,3,False,819
1946428,BROOKLYN,2014-07-24,80,73,0.12,10,14,3,3,False,1084
1946426,QUEENS,2014-07-24,80,73,0.12,10,14,3,3,False,711
1950194,RICHMOND / STATEN ISLAND,2014-07-25,82,67,0.0,10,12,4,3,False,142
1950185,BRONX,2014-07-25,82,67,0.0,10,12,4,3,False,864
1950180,BROOKLYN,2014-07-25,82,67,0.0,10,12,4,3,False,1089
1950189,MANHATTAN,2014-07-25,82,67,0.0,10,12,4,3,False,1032
1950181,QUEENS,2014-07-25,82,67,0.0,10,12,4,3,False,699
1954038,RICHMOND / STATEN ISLAND,2014-07-26,81,71,0.0,10,14,5,3,False,161
1954012,QUEENS,2014-07-26,81,71,0.0,10,14,5,3,False,716
1954010,MANHATTAN,2014-07-26,81,71,0.0,10,14,5,3,False,986
1954008,BROOKLYN,2014-07-26,81,71,0.0,10,14,5,3,False,1075
1954006,BRONX,2014-07-26,81,71,0.0,10,14,5,3,False,858
1957833,RICHMOND / STATEN ISLAND,2014-07-27,87,72,0.0,10,15,6,3,False,157
1957810,BROOKLYN,2014-07-27,87,72,0.0,10,15,6,3,False,1076
1957804,BRONX,2014-07-27,87,72,0.0,10,15,6,3,False,917
1957803,QUEENS,2014-07-27,87,72,0.0,10,15,6,3,False,775
1957802,MANHATTAN,2014-07-27,87,72,0.0,10,15,6,3,False,882
1961610,QUEENS,2014-07-28,84,69,0.26,10,21,0,3,False,731
1961609,BROOKLYN,2014-07-28,84,69,0.26,10,21,0,3,False,1085
1961617,MANHATTAN,2014-07-28,84,69,0.26,10,21,0,3,False,966
1961699,RICHMOND / STATEN ISLAND,2014-07-28,84,69,0.26,10,21,0,3,False,153
1961612,BRONX,2014-07-28,84,69,0.26,10,21,0,3,False,894
1965438,QUEENS,2014-07-29,76,65,0.0,10,21,1,3,False,639
1965441,BRONX,2014-07-29,76,65,0.0,10,21,1,3,False,837
1965442,BROOKLYN,2014-07-29,76,65,0.0,10,21,1,3,False,1023
1965450,MANHATTAN,2014-07-29,76,65,0.0,10,21,1,3,False,911
1965474,RICHMOND / STATEN ISLAND,2014-07-29,76,65,0.0,10,21,1,3,False,147
1909047,MANHATTAN,2014-07-30,81,65,0.0,10,15,2,3,False,877
1909052,RICHMOND / STATEN ISLAND,2014-07-30,81,65,0.0,10,15,2,3,False,167
1909051,BROOKLYN,2014-07-30,81,65,0.0,10,15,2,3,False,1024
1909049,BRONX,2014-07-30,81,65,0.0,10,15,2,3,False,812
1909048,QUEENS,2014-07-30,81,65,0.0,10,15,2,3,False,661
1968995,BROOKLYN,2014-07-31,82,70,0.0,10,17,3,3,False,1072
1968999,MANHATTAN,2014-07-31,82,70,0.0,10,17,3,3,False,924
1969005,QUEENS,2014-07-31,82,70,0.0,10,17,3,3,False,731
1969051,RICHMOND / STATEN ISLAND,2014-07-31,82,70,0.0,10,17,3,3,False,147
1968996,BRONX,2014-07-31,82,70,0.0,10,17,3,3,False,819
1912589,BROOKLYN,2014-08-02,73,65,0.34,10,20,5,3,False,1055
1912593,MANHATTAN,2014-08-02,73,65,0.34,10,20,5,3,False,882
1912591,RICHMOND / STATEN ISLAND,2014-08-02,73,65,0.34,10,20,5,3,False,141
1912590,BRONX,2014-08-02,73,65,0.34,10,20,5,3,False,832
1912588,QUEENS,2014-08-02,73,65,0.34,10,20,5,3,False,660
1972702,BRONX,2014-08-03,75,66,0.12,10,10,6,3,False,822
1972700,QUEENS,2014-08-03,75,66,0.12,10,10,6,3,False,686
1972694,RICHMOND / STATEN ISLAND,2014-08-03,75,66,0.12,10,10,6,3,False,153
1972689,MANHATTAN,2014-08-03,75,66,0.12,10,10,6,3,False,817
1972688,BROOKLYN,2014-08-03,75,66,0.12,10,10,6,3,False,1070
1916161,MANHATTAN,2014-08-04,82,71,0.01,10,16,0,3,False,988
1916169,RICHMOND / STATEN ISLAND,2014-08-04,82,71,0.01,10,16,0,3,False,167
1916158,BRONX,2014-08-04,82,71,0.01,10,16,0,3,False,923
1916159,BROOKLYN,2014-08-04,82,71,0.01,10,16,0,3,False,1091
1916160,QUEENS,2014-08-04,82,71,0.01,10,16,0,3,False,736
1976242,BROOKLYN,2014-08-05,87,73,0.0,10,14,1,3,False,1151
1976240,QUEENS,2014-08-05,87,73,0.0,10,14,1,3,False,701
1976253,RICHMOND / STATEN ISLAND,2014-08-05,87,73,0.0,10,14,1,3,False,172
1976237,BRONX,2014-08-05,87,73,0.0,10,14,1,3,False,881
1976238,MANHATTAN,2014-08-05,87,73,0.0,10,14,1,3,False,981
1983913,RICHMOND / STATEN ISLAND,2014-08-08,82,67,0.0,10,12,4,3,False,155
1983892,QUEENS,2014-08-08,82,67,0.0,10,12,4,3,False,763
1983890,BRONX,2014-08-08,82,67,0.0,10,12,4,3,False,848
1983889,BROOKLYN,2014-08-08,82,67,0.0,10,12,4,3,False,1074
1983898,MANHATTAN,2014-08-08,82,67,0.0,10,12,4,3,False,1067
1987796,MANHATTAN,2014-08-09,85,70,0.0,10,8,5,3,False,1030
1987797,BRONX,2014-08-09,85,70,0.0,10,8,5,3,False,899
1987800,QUEENS,2014-08-09,85,70,0.0,10,8,5,3,False,700
1987805,BROOKLYN,2014-08-09,85,70,0.0,10,8,5,3,False,1059
1987819,RICHMOND / STATEN ISLAND,2014-08-09,85,70,0.0,10,8,5,3,False,171
1991657,BRONX,2014-08-10,86,71,0.0,10,10,6,3,False,811
1991655,BROOKLYN,2014-08-10,86,71,0.0,10,10,6,3,False,1137
1991656,MANHATTAN,2014-08-10,86,71,0.0,10,10,6,3,False,928
1991745,RICHMOND / STATEN ISLAND,2014-08-10,86,71,0.0,10,10,6,3,False,137
1991658,QUEENS,2014-08-10,86,71,0.0,10,10,6,3,False,793
1995461,BRONX,2014-08-11,86,74,0.0,10,16,0,3,False,923
1995462,QUEENS,2014-08-11,86,74,0.0,10,16,0,3,False,789
1995465,BROOKLYN,2014-08-11,86,74,0.0,10,16,0,3,False,1127
1995499,RICHMOND / STATEN ISLAND,2014-08-11,86,74,0.0,10,16,0,3,False,146
1995475,MANHATTAN,2014-08-11,86,74,0.0,10,16,0,3,False,1016
1999503,RICHMOND / STATEN ISLAND,2014-08-12,80,73,0.0,10,17,1,3,False,127
1999462,BRONX,2014-08-12,80,73,0.0,10,17,1,3,False,861
1999463,QUEENS,2014-08-12,80,73,0.0,10,17,1,3,False,709
1999465,BROOKLYN,2014-08-12,80,73,0.0,10,17,1,3,False,1044
1999477,MANHATTAN,2014-08-12,80,73,0.0,10,17,1,3,False,983
2003194,MANHATTAN,2014-08-13,82,73,0.0,10,22,2,3,False,927
2003189,QUEENS,2014-08-13,82,73,0.0,10,22,2,3,False,735
2003188,BROOKLYN,2014-08-13,82,73,0.0,10,22,2,3,False,1016
2003186,BRONX,2014-08-13,82,73,0.0,10,22,2,3,False,831
2003219,RICHMOND / STATEN ISLAND,2014-08-13,82,73,0.0,10,22,2,3,False,143
2006869,RICHMOND / STATEN ISLAND,2014-08-14,79,64,0.15,10,18,3,3,False,162
2006838,BROOKLYN,2014-08-14,79,64,0.15,10,18,3,3,False,1087
2006839,BRONX,2014-08-14,79,64,0.15,10,18,3,3,False,853
2006840,QUEENS,2014-08-14,79,64,0.15,10,18,3,3,False,701
2006846,MANHATTAN,2014-08-14,79,64,0.15,10,18,3,3,False,1011
2010652,BRONX,2014-08-15,72,64,0.0,10,16,4,3,False,818
2010653,QUEENS,2014-08-15,72,64,0.0,10,16,4,3,False,714
2010655,MANHATTAN,2014-08-15,72,64,0.0,10,16,4,3,False,958
2010738,RICHMOND / STATEN ISLAND,2014-08-15,72,64,0.0,10,16,4,3,False,131
2010658,BROOKLYN,2014-08-15,72,64,0.0,10,16,4,3,False,998
2014272,BROOKLYN,2014-08-16,78,66,0.0,10,14,5,3,False,1019
2014274,QUEENS,2014-08-16,78,66,0.0,10,14,5,3,False,751
2014276,BRONX,2014-08-16,78,66,0.0,10,14,5,3,False,772
2014296,MANHATTAN,2014-08-16,78,66,0.0,10,14,5,3,False,955
2014310,RICHMOND / STATEN ISLAND,2014-08-16,78,66,0.0,10,14,5,3,False,122
2017892,BRONX,2014-08-17,81,69,0.0,10,15,6,3,False,823
2017894,QUEENS,2014-08-17,81,69,0.0,10,15,6,3,False,792
2017898,MANHATTAN,2014-08-17,81,69,0.0,10,15,6,3,False,909
2017891,BROOKLYN,2014-08-17,81,69,0.0,10,15,6,3,False,1034
2017929,RICHMOND / STATEN ISLAND,2014-08-17,81,69,0.0,10,15,6,3,False,191
1980133,MANHATTAN,2014-08-18,80,64,0.01,10,16,0,3,False,962
1980123,QUEENS,2014-08-18,80,64,0.01,10,16,0,3,False,740
1980125,BRONX,2014-08-18,80,64,0.01,10,16,0,3,False,882
1980126,BROOKLYN,2014-08-18,80,64,0.01,10,16,0,3,False,1055
1980146,RICHMOND / STATEN ISLAND,2014-08-18,80,64,0.01,10,16,0,3,False,127
2021640,QUEENS,2014-08-19,79,66,0.0,10,13,1,3,False,724
2021641,BRONX,2014-08-19,79,66,0.0,10,13,1,3,False,813
2021642,BROOKLYN,2014-08-19,79,66,0.0,10,13,1,3,False,1068
2021656,RICHMOND / STATEN ISLAND,2014-08-19,79,66,0.0,10,13,1,3,False,155
2021658,MANHATTAN,2014-08-19,79,66,0.0,10,13,1,3,False,912
2025312,BRONX,2014-08-20,82,71,0.0,10,14,2,3,False,848
2025313,BROOKLYN,2014-08-20,82,71,0.0,10,14,2,3,False,1067
2025316,QUEENS,2014-08-20,82,71,0.0,10,14,2,3,False,743
2025319,MANHATTAN,2014-08-20,82,71,0.0,10,14,2,3,False,940
2025351,RICHMOND / STATEN ISLAND,2014-08-20,82,71,0.0,10,14,2,3,False,156
2029077,RICHMOND / STATEN ISLAND,2014-08-21,80,69,0.07,10,14,3,3,False,151
2029075,QUEENS,2014-08-21,80,69,0.07,10,14,3,3,False,739
2029067,MANHATTAN,2014-08-21,80,69,0.07,10,14,3,3,False,924
2029070,BROOKLYN,2014-08-21,80,69,0.07,10,14,3,3,False,1079
2029066,BRONX,2014-08-21,80,69,0.07,10,14,3,3,False,857
2032816,QUEENS,2014-08-22,76,66,1.2,10,15,4,3,False,601
2032817,BROOKLYN,2014-08-22,76,66,1.2,10,15,4,3,False,1009
2032818,MANHATTAN,2014-08-22,76,66,1.2,10,15,4,3,False,969
2032819,BRONX,2014-08-22,76,66,1.2,10,15,4,3,False,848
2032831,RICHMOND / STATEN ISLAND,2014-08-22,76,66,1.2,10,15,4,3,False,136
2036379,BROOKLYN,2014-08-23,73,67,0.04,10,15,5,3,False,1035
2036380,BRONX,2014-08-23,73,67,0.04,10,15,5,3,False,864
2036382,QUEENS,2014-08-23,73,67,0.04,10,15,5,3,False,713
2036387,MANHATTAN,2014-08-23,73,67,0.04,10,15,5,3,False,877
2036395,RICHMOND / STATEN ISLAND,2014-08-23,73,67,0.04,10,15,5,3,False,138
2040010,MANHATTAN,2014-08-24,80,65,0.0,10,13,6,3,False,916
2040008,BROOKLYN,2014-08-24,80,65,0.0,10,13,6,3,False,1048
2040018,BRONX,2014-08-24,80,65,0.0,10,13,6,3,False,818
2040006,QUEENS,2014-08-24,80,65,0.0,10,13,6,3,False,731
2040007,RICHMOND / STATEN ISLAND,2014-08-24,80,65,0.0,10,13,6,3,False,139
2043666,MANHATTAN,2014-08-25,86,68,0.0,10,9,0,3,False,887
2043662,BRONX,2014-08-25,86,68,0.0,10,9,0,3,False,868
2043663,QUEENS,2014-08-25,86,68,0.0,10,9,0,3,False,745
2043658,BROOKLYN,2014-08-25,86,68,0.0,10,9,0,3,False,1090
2043660,RICHMOND / STATEN ISLAND,2014-08-25,86,68,0.0,10,9,0,3,False,143
2047391,BRONX,2014-08-26,85,71,0.0,10,14,1,3,False,909
2047392,QUEENS,2014-08-26,85,71,0.0,10,14,1,3,False,691
2047395,RICHMOND / STATEN ISLAND,2014-08-26,85,71,0.0,10,14,1,3,False,156
2047399,BROOKLYN,2014-08-26,85,71,0.0,10,14,1,3,False,1117
2047393,MANHATTAN,2014-08-26,85,71,0.0,10,14,1,3,False,964
2051228,BROOKLYN,2014-08-27,89,73,0.0,10,15,2,3,False,1057
2051230,BRONX,2014-08-27,89,73,0.0,10,15,2,3,False,873
2051232,QUEENS,2014-08-27,89,73,0.0,10,15,2,3,False,735
2051238,MANHATTAN,2014-08-27,89,73,0.0,10,15,2,3,False,960
2051251,RICHMOND / STATEN ISLAND,2014-08-27,89,73,0.0,10,15,2,3,False,176
2055036,MANHATTAN,2014-08-28,80,68,0.0,10,17,3,3,False,973
2055034,RICHMOND / STATEN ISLAND,2014-08-28,80,68,0.0,10,17,3,3,False,153
2055032,QUEENS,2014-08-28,80,68,0.0,10,17,3,3,False,720
2055029,BRONX,2014-08-28,80,68,0.0,10,17,3,3,False,839
2055031,BROOKLYN,2014-08-28,80,68,0.0,10,17,3,3,False,1048
2066397,MANHATTAN,2014-08-29,77,64,0.0,10,14,4,3,False,1023
2066412,RICHMOND / STATEN ISLAND,2014-08-29,77,64,0.0,10,14,4,3,False,155
2066403,BRONX,2014-08-29,77,64,0.0,10,14,4,3,False,826
2066398,BROOKLYN,2014-08-29,77,64,0.0,10,14,4,3,False,1081
2066394,QUEENS,2014-08-29,77,64,0.0,10,14,4,3,False,670
2058762,BRONX,2014-08-30,77,68,0.0,10,17,5,3,False,917
2058777,RICHMOND / STATEN ISLAND,2014-08-30,77,68,0.0,10,17,5,3,False,145
2058766,QUEENS,2014-08-30,77,68,0.0,10,17,5,3,False,721
2058764,MANHATTAN,2014-08-30,77,68,0.0,10,17,5,3,False,907
2058763,BROOKLYN,2014-08-30,77,68,0.0,10,17,5,3,False,1068
2062521,BROOKLYN,2014-08-31,89,73,0.0,10,28,6,3,False,1142
2062522,BRONX,2014-08-31,89,73,0.0,10,28,6,3,False,875
2062526,MANHATTAN,2014-08-31,89,73,0.0,10,28,6,3,False,935
2062576,RICHMOND / STATEN ISLAND,2014-08-31,89,73,0.0,10,28,6,3,False,159
2062520,QUEENS,2014-08-31,89,73,0.0,10,28,6,3,False,762
2074071,RICHMOND / STATEN ISLAND,2014-09-01,87,76,0.79,10,12,0,4,True,152
2074061,MANHATTAN,2014-09-01,87,76,0.79,10,12,0,4,True,884
2074048,QUEENS,2014-09-01,87,76,0.79,10,12,0,4,True,728
2074047,BROOKLYN,2014-09-01,87,76,0.79,10,12,0,4,True,1357
2074045,BRONX,2014-09-01,87,76,0.79,10,12,0,4,True,859
2081900,BRONX,2014-09-02,92,79,0.0,10,22,1,4,False,911
2081894,QUEENS,2014-09-02,92,79,0.0,10,22,1,4,False,777
2081917,RICHMOND / STATEN ISLAND,2014-09-02,92,79,0.0,10,22,1,4,False,168
2081897,MANHATTAN,2014-09-02,92,79,0.0,10,22,1,4,False,1047
2081895,BROOKLYN,2014-09-02,92,79,0.0,10,22,1,4,False,1195
2078025,BROOKLYN,2014-09-03,84,73,0.0,10,18,2,4,False,1068
2078026,BRONX,2014-09-03,84,73,0.0,10,18,2,4,False,875
2078028,QUEENS,2014-09-03,84,73,0.0,10,18,2,4,False,725
2078029,MANHATTAN,2014-09-03,84,73,0.0,10,18,2,4,False,1038
2078036,RICHMOND / STATEN ISLAND,2014-09-03,84,73,0.0,10,18,2,4,False,163
2085992,BROOKLYN,2014-09-04,85,71,0.0,10,15,3,4,False,1157
2085993,BRONX,2014-09-04,85,71,0.0,10,15,3,4,False,952
2086001,MANHATTAN,2014-09-04,85,71,0.0,10,15,3,4,False,1083
2085995,QUEENS,2014-09-04,85,71,0.0,10,15,3,4,False,740
2086031,RICHMOND / STATEN ISLAND,2014-09-04,85,71,0.0,10,15,3,4,False,149
2090074,BRONX,2014-09-05,85,73,0.0,10,15,4,4,False,899
2090089,MANHATTAN,2014-09-05,85,73,0.0,10,15,4,4,False,1086
2090091,RICHMOND / STATEN ISLAND,2014-09-05,85,73,0.0,10,15,4,4,False,188
2090082,BROOKLYN,2014-09-05,85,73,0.0,10,15,4,4,False,1123
2090075,QUEENS,2014-09-05,85,73,0.0,10,15,4,4,False,737
2094107,QUEENS,2014-09-07,80,66,0.21,10,15,6,4,False,715
2094109,BRONX,2014-09-07,80,66,0.21,10,15,6,4,False,870
2094110,MANHATTAN,2014-09-07,80,66,0.21,10,15,6,4,False,942
2094114,BROOKLYN,2014-09-07,80,66,0.21,10,15,6,4,False,1049
2094123,RICHMOND / STATEN ISLAND,2014-09-07,80,66,0.21,10,15,6,4,False,154
2097839,BROOKLYN,2014-09-08,76,66,0.0,10,16,0,4,False,1154
2097837,BRONX,2014-09-08,76,66,0.0,10,16,0,4,False,915
2097838,MANHATTAN,2014-09-08,76,66,0.0,10,16,0,4,False,1008
2097844,QUEENS,2014-09-08,76,66,0.0,10,16,0,4,False,759
2097842,RICHMOND / STATEN ISLAND,2014-09-08,76,66,0.0,10,16,0,4,False,174
2101858,BROOKLYN,2014-09-09,72,64,0.0,10,20,1,4,False,1090
2101856,MANHATTAN,2014-09-09,72,64,0.0,10,20,1,4,False,913
2101848,BRONX,2014-09-09,72,64,0.0,10,20,1,4,False,847
2101847,QUEENS,2014-09-09,72,64,0.0,10,20,1,4,False,712
2101857,RICHMOND / STATEN ISLAND,2014-09-09,72,64,0.0,10,20,1,4,False,157
2105566,MANHATTAN,2014-09-10,75,63,0.0,10,16,2,4,False,962
2105568,BRONX,2014-09-10,75,63,0.0,10,16,2,4,False,887
2105570,QUEENS,2014-09-10,75,63,0.0,10,16,2,4,False,703
2105572,BROOKLYN,2014-09-10,75,63,0.0,10,16,2,4,False,1027
2105578,RICHMOND / STATEN ISLAND,2014-09-10,75,63,0.0,10,16,2,4,False,148
2109294,BRONX,2014-09-11,83,69,0.0,10,17,3,4,False,922
2109296,QUEENS,2014-09-11,83,69,0.0,10,17,3,4,False,768
2109302,MANHATTAN,2014-09-11,83,69,0.0,10,17,3,4,False,1012
2109293,BROOKLYN,2014-09-11,83,69,0.0,10,17,3,4,False,1095
2109354,RICHMOND / STATEN ISLAND,2014-09-11,83,69,0.0,10,17,3,4,False,176
2070161,QUEENS,2014-09-12,75,63,0.0,10,14,4,4,False,760
2070149,BROOKLYN,2014-09-12,75,63,0.0,10,14,4,4,False,1077
2070153,MANHATTAN,2014-09-12,75,63,0.0,10,14,4,4,False,1035
2070154,BRONX,2014-09-12,75,63,0.0,10,14,4,4,False,864
2070204,RICHMOND / STATEN ISLAND,2014-09-12,75,63,0.0,10,14,4,4,False,160
2113267,QUEENS,2014-09-14,70,55,0.19,10,14,6,4,False,692
2113268,BROOKLYN,2014-09-14,70,55,0.19,10,14,6,4,False,1042
2113269,BRONX,2014-09-14,70,55,0.19,10,14,6,4,False,856
2113271,MANHATTAN,2014-09-14,70,55,0.19,10,14,6,4,False,854
2113285,RICHMOND / STATEN ISLAND,2014-09-14,70,55,0.19,10,14,6,4,False,163
2116877,MANHATTAN,2014-09-15,71,55,0.0,10,12,0,4,False,1030
2116876,QUEENS,2014-09-15,71,55,0.0,10,12,0,4,False,759
2116881,RICHMOND / STATEN ISLAND,2014-09-15,71,55,0.0,10,12,0,4,False,143
2116874,BROOKLYN,2014-09-15,71,55,0.0,10,12,0,4,False,1072
2116875,BRONX,2014-09-15,71,55,0.0,10,12,0,4,False,982
2120860,BRONX,2014-09-16,68,58,0.01,10,13,1,4,False,918
2120861,QUEENS,2014-09-16,68,58,0.01,10,13,1,4,False,645
2120866,BROOKLYN,2014-09-16,68,58,0.01,10,13,1,4,False,1025
2120869,MANHATTAN,2014-09-16,68,58,0.01,10,13,1,4,False,905
2120887,RICHMOND / STATEN ISLAND,2014-09-16,68,58,0.01,10,13,1,4,False,147
2124519,RICHMOND / STATEN ISLAND,2014-09-17,72,60,0.41,10,10,2,4,False,164
2124503,BROOKLYN,2014-09-17,72,60,0.41,10,10,2,4,False,1082
2124502,MANHATTAN,2014-09-17,72,60,0.41,10,10,2,4,False,964
2124500,QUEENS,2014-09-17,72,60,0.41,10,10,2,4,False,733
2124501,BRONX,2014-09-17,72,60,0.41,10,10,2,4,False,868
2128311,QUEENS,2014-09-18,75,61,0.0,10,10,3,4,False,708
2128312,BRONX,2014-09-18,75,61,0.0,10,10,3,4,False,888
2128313,MANHATTAN,2014-09-18,75,61,0.0,10,10,3,4,False,1085
2128314,BROOKLYN,2014-09-18,75,61,0.0,10,10,3,4,False,1192
2128357,RICHMOND / STATEN ISLAND,2014-09-18,75,61,0.0,10,10,3,4,False,177
2132374,MANHATTAN,2014-09-19,65,55,0.0,10,18,4,4,False,1038
2132367,BRONX,2014-09-19,65,55,0.0,10,18,4,4,False,928
2132368,RICHMOND / STATEN ISLAND,2014-09-19,65,55,0.0,10,18,4,4,False,163
2132361,QUEENS,2014-09-19,65,55,0.0,10,18,4,4,False,756
2132362,BROOKLYN,2014-09-19,65,55,0.0,10,18,4,4,False,1080
2136326,QUEENS,2014-09-20,73,58,0.0,10,18,5,4,False,713
2136329,BRONX,2014-09-20,73,58,0.0,10,18,5,4,False,817
2136330,BROOKLYN,2014-09-20,73,58,0.0,10,18,5,4,False,1046
2136336,MANHATTAN,2014-09-20,73,58,0.0,10,18,5,4,False,1001
2136346,RICHMOND / STATEN ISLAND,2014-09-20,73,58,0.0,10,18,5,4,False,150
2140071,RICHMOND / STATEN ISLAND,2014-09-21,77,66,0.21,10,10,6,4,False,141
2140059,BROOKLYN,2014-09-21,77,66,0.21,10,10,6,4,False,1152
2140062,MANHATTAN,2014-09-21,77,66,0.21,10,10,6,4,False,994
2140053,QUEENS,2014-09-21,77,66,0.21,10,10,6,4,False,767
2140055,BRONX,2014-09-21,77,66,0.21,10,10,6,4,False,925
2144032,BRONX,2014-09-22,72,57,0.0,10,18,0,4,False,932
2144035,BROOKLYN,2014-09-22,72,57,0.0,10,18,0,4,False,1075
2144036,MANHATTAN,2014-09-22,72,57,0.0,10,18,0,4,False,1009
2144048,RICHMOND / STATEN ISLAND,2014-09-22,72,57,0.0,10,18,0,4,False,178
2144052,QUEENS,2014-09-22,72,57,0.0,10,18,0,4,False,772
2148005,BRONX,2014-09-23,72,54,0.0,10,15,1,4,False,910
2147998,MANHATTAN,2014-09-23,72,54,0.0,10,15,1,4,False,985
2147999,QUEENS,2014-09-23,72,54,0.0,10,15,1,4,False,747
2148001,BROOKLYN,2014-09-23,72,54,0.0,10,15,1,4,False,1053
2148038,RICHMOND / STATEN ISLAND,2014-09-23,72,54,0.0,10,15,1,4,False,168
2151872,BROOKLYN,2014-09-24,70,60,0.0,10,17,2,4,False,1093
2151863,RICHMOND / STATEN ISLAND,2014-09-24,70,60,0.0,10,17,2,4,False,167
2151864,BRONX,2014-09-24,70,60,0.0,10,17,2,4,False,919
2151862,QUEENS,2014-09-24,70,60,0.0,10,17,2,4,False,682
2151861,MANHATTAN,2014-09-24,70,60,0.0,10,17,2,4,False,972
2163748,MANHATTAN,2014-09-25,64,58,0.02,10,24,3,4,False,967
2163745,BRONX,2014-09-25,64,58,0.02,10,24,3,4,False,780
2163744,BROOKLYN,2014-09-25,64,58,0.02,10,24,3,4,False,949
2163743,RICHMOND / STATEN ISLAND,2014-09-25,64,58,0.02,10,24,3,4,False,139
2163747,QUEENS,2014-09-25,64,58,0.02,10,24,3,4,False,630
2159827,MANHATTAN,2014-09-26,76,60,0.15,10,13,4,4,False,1097
2159829,BRONX,2014-09-26,76,60,0.15,10,13,4,4,False,852
2159831,QUEENS,2014-09-26,76,60,0.15,10,13,4,4,False,724
2159836,BROOKLYN,2014-09-26,76,60,0.15,10,13,4,4,False,1087
2159851,RICHMOND / STATEN ISLAND,2014-09-26,76,60,0.15,10,13,4,4,False,156
2167217,BROOKLYN,2014-09-27,82,72,0.0,10,8,5,4,False,1122
2167212,MANHATTAN,2014-09-27,82,72,0.0,10,8,5,4,False,1084
2167210,BRONX,2014-09-27,82,72,0.0,10,8,5,4,False,861
2167208,QUEENS,2014-09-27,82,72,0.0,10,8,5,4,False,760
2167209,RICHMOND / STATEN ISLAND,2014-09-27,82,72,0.0,10,8,5,4,False,160
2171196,BROOKLYN,2014-09-28,84,65,0.0,10,13,6,4,False,1040
2171197,QUEENS,2014-09-28,84,65,0.0,10,13,6,4,False,749
