,BOROUGH,INCIDENT_DATE,TEMP_MAX_F,TEMP_MIN_F,PRECIPITATION_INCHES,VISIBILITY_MILES,MAX_WIND_SPEED_MPH,WEEKDAY,SEASON,HOLIDAY,TOTAL_CALL
0,BRONX,2013-01-02,34,24,0.0,10,18,2,1,False,885
1,MANHATTAN,2013-01-02,34,24,0.0,10,18,2,1,False,864
4,BROOKLYN,2013-01-02,34,24,0.0,10,18,2,1,False,1136
5,RICHMOND / STATEN ISLAND,2013-01-02,34,24,0.0,10,18,2,1,False,158
12,QUEENS,2013-01-02,34,24,0.0,10,18,2,1,False,709
26012,QUEENS,2013-01-04,38,34,0.0,10,20,4,1,False,735
26017,MANHATTAN,2013-01-04,38,34,0.0,10,20,4,1,False,920
26026,RICHMOND / STATEN ISLAND,2013-01-04,38,34,0.0,10,20,4,1,False,176
26008,BROOKLYN,2013-01-04,38,34,0.0,10,20,4,1,False,1138
26006,BRONX,2013-01-04,38,34,0.0,10,20,4,1,False,975
29967,RICHMOND / STATEN ISLAND,2013-01-05,43,34,0.0,10,18,5,1,False,146
29951,BROOKLYN,2013-01-05,43,34,0.0,10,18,5,1,False,1059
29952,BRONX,2013-01-05,43,34,0.0,10,18,5,1,False,841
29954,MANHATTAN,2013-01-05,43,34,0.0,10,18,5,1,False,734
29957,QUEENS,2013-01-05,43,34,0.0,10,18,5,1,False,640
3752,QUEENS,2013-01-06,46,35,0.0,10,16,6,1,False,662
3754,BRONX,2013-01-06,46,35,0.0,10,16,6,1,False,849
3756,MANHATTAN,2013-01-06,46,35,0.0,10,16,6,1,False,779
3760,RICHMOND / STATEN ISLAND,2013-01-06,46,35,0.0,10,16,6,1,False,165
3761,BROOKLYN,2013-01-06,46,35,0.0,10,16,6,1,False,987
33399,BRONX,2013-01-07,45,38,0.0,10,16,0,1,False,950
33372,BROOKLYN,2013-01-07,45,38,0.0,10,16,0,1,False,1170
33375,QUEENS,2013-01-07,45,38,0.0,10,16,0,1,False,794
33390,RICHMOND / STATEN ISLAND,2013-01-07,45,38,0.0,10,16,0,1,False,180
33371,MANHATTAN,2013-01-07,45,38,0.0,10,16,0,1,False,912
37377,QUEENS,2013-01-08,49,37,0.0,10,17,1,1,False,756
37378,MANHATTAN,2013-01-08,49,37,0.0,10,17,1,1,False,914
37379,BROOKLYN,2013-01-08,49,37,0.0,10,17,1,1,False,1233
37429,RICHMOND / STATEN ISLAND,2013-01-08,49,37,0.0,10,17,1,1,False,163
37385,BRONX,2013-01-08,49,37,0.0,10,17,1,1,False,969
7220,RICHMOND / STATEN ISLAND,2013-01-09,50,37,0.0,10,23,2,1,False,150
7194,BRONX,2013-01-09,50,37,0.0,10,23,2,1,False,931
7196,QUEENS,2013-01-09,50,37,0.0,10,23,2,1,False,700
7197,BROOKLYN,2013-01-09,50,37,0.0,10,23,2,1,False,1145
7201,MANHATTAN,2013-01-09,50,37,0.0,10,23,2,1,False,879
11011,MANHATTAN,2013-01-10,48,40,0.0,10,20,3,1,False,943
10999,QUEENS,2013-01-10,48,40,0.0,10,20,3,1,False,751
11001,BRONX,2013-01-10,48,40,0.0,10,20,3,1,False,963
11044,RICHMOND / STATEN ISLAND,2013-01-10,48,40,0.0,10,20,3,1,False,163
11000,BROOKLYN,2013-01-10,48,40,0.0,10,20,3,1,False,1228
15077,RICHMOND / STATEN ISLAND,2013-01-11,45,37,0.0,10,10,4,1,False,164
15054,BRONX,2013-01-11,45,37,0.0,10,10,4,1,False,932
15050,MANHATTAN,2013-01-11,45,37,0.0,10,10,4,1,False,986
15048,QUEENS,2013-01-11,45,37,0.0,10,10,4,1,False,816
15047,BROOKLYN,2013-01-11,45,37,0.0,10,10,4,1,False,1204
41412,BROOKLYN,2013-01-12,45,42,0.0,7,13,5,1,False,1036
41416,BRONX,2013-01-12,45,42,0.0,7,13,5,1,False,855
41444,RICHMOND / STATEN ISLAND,2013-01-12,45,42,0.0,7,13,5,1,False,150
41418,MANHATTAN,2013-01-12,45,42,0.0,7,13,5,1,False,866
41417,QUEENS,2013-01-12,45,42,0.0,7,13,5,1,False,740
45059,BRONX,2013-01-13,50,42,0.0,10,9,6,1,False,862
45061,MANHATTAN,2013-01-13,50,42,0.0,10,9,6,1,False,847
45063,BROOKLYN,2013-01-13,50,42,0.0,10,9,6,1,False,1020
45064,QUEENS,2013-01-13,50,42,0.0,10,9,6,1,False,664
45199,RICHMOND / STATEN ISLAND,2013-01-13,50,42,0.0,10,9,6,1,False,157
48609,QUEENS,2013-01-14,55,40,0.0,10,18,0,1,False,755
48611,MANHATTAN,2013-01-14,55,40,0.0,10,18,0,1,False,903
48615,BRONX,2013-01-14,55,40,0.0,10,18,0,1,False,918
48627,RICHMOND / STATEN ISLAND,2013-01-14,55,40,0.0,10,18,0,1,False,176
48618,BROOKLYN,2013-01-14,55,40,0.0,10,18,0,1,False,1191
52552,QUEENS,2013-01-15,39,36,0.0,10,10,1,1,False,702
52554,BRONX,2013-01-15,39,36,0.0,10,10,1,1,False,809
52556,MANHATTAN,2013-01-15,39,36,0.0,10,10,1,1,False,882
52558,BROOKLYN,2013-01-15,39,36,0.0,10,10,1,1,False,1013
52615,RICHMOND / STATEN ISLAND,2013-01-15,39,36,0.0,10,10,1,1,False,141
56139,RICHMOND / STATEN ISLAND,2013-01-16,38,33,0.0,10,10,2,1,False,140
56103,BRONX,2013-01-16,38,33,0.0,10,10,2,1,False,877
56101,BROOKLYN,2013-01-16,38,33,0.0,10,10,2,1,False,1099
56100,MANHATTAN,2013-01-16,38,33,0.0,10,10,2,1,False,882
56099,QUEENS,2013-01-16,38,33,0.0,10,10,2,1,False,698
59836,RICHMOND / STATEN ISLAND,2013-01-17,43,37,0.0,10,17,3,1,False,135
59803,MANHATTAN,2013-01-17,43,37,0.0,10,17,3,1,False,870
59801,BRONX,2013-01-17,43,37,0.0,10,17,3,1,False,874
59796,BROOKLYN,2013-01-17,43,37,0.0,10,17,3,1,False,1039
59795,QUEENS,2013-01-17,43,37,0.0,10,17,3,1,False,660
19149,BRONX,2013-01-18,35,26,0.0,10,16,4,1,False,812
19163,RICHMOND / STATEN ISLAND,2013-01-18,35,26,0.0,10,16,4,1,False,161
19150,BROOKLYN,2013-01-18,35,26,0.0,10,16,4,1,False,1105
19156,MANHATTAN,2013-01-18,35,26,0.0,10,16,4,1,False,854
19151,QUEENS,2013-01-18,35,26,0.0,10,16,4,1,False,681
63411,RICHMOND / STATEN ISLAND,2013-01-19,52,30,0.0,10,20,5,1,False,134
63380,BROOKLYN,2013-01-19,52,30,0.0,10,20,5,1,False,1048
63374,MANHATTAN,2013-01-19,52,30,0.0,10,20,5,1,False,789
63373,QUEENS,2013-01-19,52,30,0.0,10,20,5,1,False,635
63377,BRONX,2013-01-19,52,30,0.0,10,20,5,1,False,790
66769,MANHATTAN,2013-01-20,54,33,0.0,10,28,6,1,False,738
66770,BROOKLYN,2013-01-20,54,33,0.0,10,28,6,1,False,992
66771,BRONX,2013-01-20,54,33,0.0,10,28,6,1,False,777
66777,QUEENS,2013-01-20,54,33,0.0,10,28,6,1,False,643
66913,RICHMOND / STATEN ISLAND,2013-01-20,54,33,0.0,10,28,6,1,False,121
70040,MANHATTAN,2013-01-21,32,28,0.0,10,18,0,1,True,692
70042,BRONX,2013-01-21,32,28,0.0,10,18,0,1,True,768
70043,QUEENS,2013-01-21,32,28,0.0,10,18,0,1,True,591
70044,BROOKLYN,2013-01-21,32,28,0.0,10,18,0,1,True,971
70075,RICHMOND / STATEN ISLAND,2013-01-21,32,28,0.0,10,18,0,1,True,142
73206,MANHATTAN,2013-01-22,28,16,0.0,10,24,1,1,False,804
73204,QUEENS,2013-01-22,28,16,0.0,10,24,1,1,False,658
73209,BRONX,2013-01-22,28,16,0.0,10,24,1,1,False,831
73207,RICHMOND / STATEN ISLAND,2013-01-22,28,16,0.0,10,24,1,1,False,137
73208,BROOKLYN,2013-01-22,28,16,0.0,10,24,1,1,False,1010
22762,QUEENS,2013-01-23,19,12,0.0,10,20,2,1,False,630
22781,RICHMOND / STATEN ISLAND,2013-01-23,19,12,0.0,10,20,2,1,False,126
22773,MANHATTAN,2013-01-23,19,12,0.0,10,20,2,1,False,719
22765,BROOKLYN,2013-01-23,19,12,0.0,10,20,2,1,False,998
22763,BRONX,2013-01-23,19,12,0.0,10,20,2,1,False,771
76652,RICHMOND / STATEN ISLAND,2013-01-24,24,15,0.0,10,29,3,1,False,135
76649,BRONX,2013-01-24,24,15,0.0,10,29,3,1,False,730
76647,BROOKLYN,2013-01-24,24,15,0.0,10,29,3,1,False,1012
76645,MANHATTAN,2013-01-24,24,15,0.0,10,29,3,1,False,868
76644,QUEENS,2013-01-24,24,15,0.0,10,29,3,1,False,634
80023,BRONX,2013-01-25,25,15,0.0,10,17,4,1,False,822
80024,BROOKLYN,2013-01-25,25,15,0.0,10,17,4,1,False,1053
80025,MANHATTAN,2013-01-25,25,15,0.0,10,17,4,1,False,857
80027,QUEENS,2013-01-25,25,15,0.0,10,17,4,1,False,670
80154,RICHMOND / STATEN ISLAND,2013-01-25,25,15,0.0,10,17,4,1,False,124
87161,RICHMOND / STATEN ISLAND,2013-01-26,29,18,0.0,10,22,5,1,False,147
87115,MANHATTAN,2013-01-26,29,18,0.0,10,22,5,1,False,769
87116,BROOKLYN,2013-01-26,29,18,0.0,10,22,5,1,False,990
87119,QUEENS,2013-01-26,29,18,0.0,10,22,5,1,False,663
87138,BRONX,2013-01-26,29,18,0.0,10,22,5,1,False,759
104638,BROOKLYN,2013-01-28,36,30,0.0,10,13,0,1,False,1024
104642,QUEENS,2013-01-28,36,30,0.0,10,13,0,1,False,756
104654,RICHMOND / STATEN ISLAND,2013-01-28,36,30,0.0,10,13,0,1,False,180
104630,MANHATTAN,2013-01-28,36,30,0.0,10,13,0,1,False,829
104627,BRONX,2013-01-28,36,30,0.0,10,13,0,1,False,836
108292,RICHMOND / STATEN ISLAND,2013-01-29,45,37,0.0,9,16,1,1,False,153
108252,BRONX,2013-01-29,45,37,0.0,9,16,1,1,False,823
108253,QUEENS,2013-01-29,45,37,0.0,9,16,1,1,False,688
108255,MANHATTAN,2013-01-29,45,37,0.0,9,16,1,1,False,884
108256,BROOKLYN,2013-01-29,45,37,0.0,9,16,1,1,False,1112
83549,BROOKLYN,2013-01-30,54,37,0.0,10,21,2,1,False,1010
83551,MANHATTAN,2013-01-30,54,37,0.0,10,21,2,1,False,872
83553,QUEENS,2013-01-30,54,37,0.0,10,21,2,1,False,691
83607,RICHMOND / STATEN ISLAND,2013-01-30,54,37,0.0,10,21,2,1,False,134
83554,BRONX,2013-01-30,54,37,0.0,10,21,2,1,False,859
111913,BROOKLYN,2013-01-31,59,31,0.0,10,40,3,1,False,1067
111914,BRONX,2013-01-31,59,31,0.0,10,40,3,1,False,731
111917,MANHATTAN,2013-01-31,59,31,0.0,10,40,3,1,False,846
111923,RICHMOND / STATEN ISLAND,2013-01-31,59,31,0.0,10,40,3,1,False,145
111912,QUEENS,2013-01-31,59,31,0.0,10,40,3,1,False,721
115422,BRONX,2013-02-01,32,25,0.0,10,22,4,1,False,825
115426,BROOKLYN,2013-02-01,32,25,0.0,10,22,4,1,False,1048
115431,MANHATTAN,2013-02-01,32,25,0.0,10,22,4,1,False,896
115458,RICHMOND / STATEN ISLAND,2013-02-01,32,25,0.0,10,22,4,1,False,142
115423,QUEENS,2013-02-01,32,25,0.0,10,22,4,1,False,681
119029,QUEENS,2013-02-02,29,20,0.0,10,16,5,1,False,658
119014,BRONX,2013-02-02,29,20,0.0,10,16,5,1,False,827
119020,RICHMOND / STATEN ISLAND,2013-02-02,29,20,0.0,10,16,5,1,False,137
119017,BROOKLYN,2013-02-02,29,20,0.0,10,16,5,1,False,1005
119015,MANHATTAN,2013-02-02,29,20,0.0,10,16,5,1,False,864
122529,QUEENS,2013-02-03,31,24,0.0,10,14,6,1,False,595
122512,RICHMOND / STATEN ISLAND,2013-02-03,31,24,0.0,10,14,6,1,False,135
122507,BROOKLYN,2013-02-03,31,24,0.0,10,14,6,1,False,984
122506,BRONX,2013-02-03,31,24,0.0,10,14,6,1,False,759
122505,MANHATTAN,2013-02-03,31,24,0.0,10,14,6,1,False,739
90443,MANHATTAN,2013-02-04,31,25,0.0,10,22,0,1,False,841
90447,BRONX,2013-02-04,31,25,0.0,10,22,0,1,False,851
90487,RICHMOND / STATEN ISLAND,2013-02-04,31,25,0.0,10,22,0,1,False,143
90444,QUEENS,2013-02-04,31,25,0.0,10,22,0,1,False,682
90445,BROOKLYN,2013-02-04,31,25,0.0,10,22,0,1,False,1182
125717,RICHMOND / STATEN ISLAND,2013-02-05,31,28,0.0,10,14,1,1,False,166
125721,MANHATTAN,2013-02-05,31,28,0.0,10,14,1,1,False,883
125726,QUEENS,2013-02-05,31,28,0.0,10,14,1,1,False,675
125730,BRONX,2013-02-05,31,28,0.0,10,14,1,1,False,786
125718,BROOKLYN,2013-02-05,31,28,0.0,10,14,1,1,False,1069
129304,MANHATTAN,2013-02-06,39,30,0.0,10,20,2,1,False,821
129299,RICHMOND / STATEN ISLAND,2013-02-06,39,30,0.0,10,20,2,1,False,143
129298,QUEENS,2013-02-06,39,30,0.0,10,20,2,1,False,657
129296,BROOKLYN,2013-02-06,39,30,0.0,10,20,2,1,False,1060
129300,BRONX,2013-02-06,39,30,0.0,10,20,2,1,False,840
132817,QUEENS,2013-02-07,32,27,0.0,10,12,3,1,False,702
132819,MANHATTAN,2013-02-07,32,27,0.0,10,12,3,1,False,879
132823,BRONX,2013-02-07,32,27,0.0,10,12,3,1,False,801
132825,RICHMOND / STATEN ISLAND,2013-02-07,32,27,0.0,10,12,3,1,False,136
132818,BROOKLYN,2013-02-07,32,27,0.0,10,12,3,1,False,1024
136359,BRONX,2013-02-08,36,28,0.0,10,29,4,1,False,800
136370,QUEENS,2013-02-08,36,28,0.0,10,29,4,1,False,645
136372,MANHATTAN,2013-02-08,36,28,0.0,10,29,4,1,False,759
136369,RICHMOND / STATEN ISLAND,2013-02-08,36,28,0.0,10,29,4,1,False,135
136360,BROOKLYN,2013-02-08,36,28,0.0,10,29,4,1,False,1000
139698,MANHATTAN,2013-02-09,34,25,0.0,10,28,5,1,False,770
139700,BRONX,2013-02-09,34,25,0.0,10,28,5,1,False,762
139702,RICHMOND / STATEN ISLAND,2013-02-09,34,25,0.0,10,28,5,1,False,140
139703,BROOKLYN,2013-02-09,34,25,0.0,10,28,5,1,False,1007
139706,QUEENS,2013-02-09,34,25,0.0,10,28,5,1,False,628
94142,QUEENS,2013-02-10,36,20,0.0,10,15,6,1,False,653
94153,MANHATTAN,2013-02-10,36,20,0.0,10,15,6,1,False,717
94152,RICHMOND / STATEN ISLAND,2013-02-10,36,20,0.0,10,15,6,1,False,129
94144,BRONX,2013-02-10,36,20,0.0,10,15,6,1,False,775
94143,BROOKLYN,2013-02-10,36,20,0.0,10,15,6,1,False,1013
97444,QUEENS,2013-02-11,45,34,0.0,10,10,0,1,False,733
97443,RICHMOND / STATEN ISLAND,2013-02-11,45,34,0.0,10,10,0,1,False,150
97431,BRONX,2013-02-11,45,34,0.0,10,10,0,1,False,918
97430,MANHATTAN,2013-02-11,45,34,0.0,10,10,0,1,False,950
97429,BROOKLYN,2013-02-11,45,34,0.0,10,10,0,1,False,1202
143013,MANHATTAN,2013-02-12,44,39,0.0,10,23,1,1,False,805
143011,RICHMOND / STATEN ISLAND,2013-02-12,44,39,0.0,10,23,1,1,False,153
143009,BRONX,2013-02-12,44,39,0.0,10,23,1,1,False,888
143006,BROOKLYN,2013-02-12,44,39,0.0,10,23,1,1,False,1024
143005,QUEENS,2013-02-12,44,39,0.0,10,23,1,1,False,693
146568,BROOKLYN,2013-02-13,43,34,0.0,10,12,2,1,False,1048
146578,QUEENS,2013-02-13,43,34,0.0,10,12,2,1,False,634
146569,BRONX,2013-02-13,43,34,0.0,10,12,2,1,False,840
146574,MANHATTAN,2013-02-13,43,34,0.0,10,12,2,1,False,853
146572,RICHMOND / STATEN ISLAND,2013-02-13,43,34,0.0,10,12,2,1,False,160
150103,QUEENS,2013-02-14,46,34,0.0,10,15,3,1,False,689
150104,BROOKLYN,2013-02-14,46,34,0.0,10,15,3,1,False,1057
150106,BRONX,2013-02-14,46,34,0.0,10,15,3,1,False,827
150119,RICHMOND / STATEN ISLAND,2013-02-14,46,34,0.0,10,15,3,1,False,157
150108,MANHATTAN,2013-02-14,46,34,0.0,10,15,3,1,False,880
153727,RICHMOND / STATEN ISLAND,2013-02-15,52,38,0.0,10,14,4,1,False,165
153720,BROOKLYN,2013-02-15,52,38,0.0,10,14,4,1,False,1035
153715,MANHATTAN,2013-02-15,52,38,0.0,10,14,4,1,False,940
153713,BRONX,2013-02-15,52,38,0.0,10,14,4,1,False,901
153714,QUEENS,2013-02-15,52,38,0.0,10,14,4,1,False,732
101384,BRONX,2013-02-16,39,32,0.0,10,17,5,1,False,749
101387,RICHMOND / STATEN ISLAND,2013-02-16,39,32,0.0,10,17,5,1,False,146
101386,BROOKLYN,2013-02-16,39,32,0.0,10,17,5,1,False,985
101388,MANHATTAN,2013-02-16,39,32,0.0,10,17,5,1,False,745
101382,QUEENS,2013-02-16,39,32,0.0,10,17,5,1,False,620
157486,MANHATTAN,2013-02-17,31,19,0.0,10,35,6,1,False,741
157489,BROOKLYN,2013-02-17,31,19,0.0,10,35,6,1,False,920
157490,QUEENS,2013-02-17,31,19,0.0,10,35,6,1,False,584
157493,BRONX,2013-02-17,31,19,0.0,10,35,6,1,False,765
157495,RICHMOND / STATEN ISLAND,2013-02-17,31,19,0.0,10,35,6,1,False,134
160630,BROOKLYN,2013-02-18,36,19,0.0,10,29,0,1,True,962
160631,BRONX,2013-02-18,36,19,0.0,10,29,0,1,True,758
160636,MANHATTAN,2013-02-18,36,19,0.0,10,29,0,1,True,658
160641,QUEENS,2013-02-18,36,19,0.0,10,29,0,1,True,647
160678,RICHMOND / STATEN ISLAND,2013-02-18,36,19,0.0,10,29,0,1,True,119
163818,RICHMOND / STATEN ISLAND,2013-02-19,47,33,0.0,10,17,1,1,False,126
163780,BRONX,2013-02-19,47,33,0.0,10,17,1,1,False,755
163775,MANHATTAN,2013-02-19,47,33,0.0,10,17,1,1,False,796
163774,QUEENS,2013-02-19,47,33,0.0,10,17,1,1,False,687
163776,BROOKLYN,2013-02-19,47,33,0.0,10,17,1,1,False,1022
167160,BROOKLYN,2013-02-20,39,27,0.0,10,28,2,1,False,936
167161,QUEENS,2013-02-20,39,27,0.0,10,28,2,1,False,643
167164,MANHATTAN,2013-02-20,39,27,0.0,10,28,2,1,False,816
167165,BRONX,2013-02-20,39,27,0.0,10,28,2,1,False,817
167194,RICHMOND / STATEN ISLAND,2013-02-20,39,27,0.0,10,28,2,1,False,151
170523,MANHATTAN,2013-02-21,34,26,0.0,10,26,3,1,False,795
170524,QUEENS,2013-02-21,34,26,0.0,10,26,3,1,False,640
170525,BRONX,2013-02-21,34,26,0.0,10,26,3,1,False,707
170526,BROOKLYN,2013-02-21,34,26,0.0,10,26,3,1,False,935
170547,RICHMOND / STATEN ISLAND,2013-02-21,34,26,0.0,10,26,3,1,False,131
173738,RICHMOND / STATEN ISLAND,2013-02-22,39,27,0.0,10,12,4,1,False,121
173734,QUEENS,2013-02-22,39,27,0.0,10,12,4,1,False,661
173739,BROOKLYN,2013-02-22,39,27,0.0,10,12,4,1,False,1030
173731,BRONX,2013-02-22,39,27,0.0,10,12,4,1,False,792
173732,MANHATTAN,2013-02-22,39,27,0.0,10,12,4,1,False,820
200959,MANHATTAN,2013-02-23,39,35,0.0,10,17,5,1,False,757
200965,QUEENS,2013-02-23,39,35,0.0,10,17,5,1,False,621
200980,RICHMOND / STATEN ISLAND,2013-02-23,39,35,0.0,10,17,5,1,False,137
200954,BRONX,2013-02-23,39,35,0.0,10,17,5,1,False,743
200955,BROOKLYN,2013-02-23,39,35,0.0,10,17,5,1,False,974
204186,QUEENS,2013-02-24,45,35,0.0,10,23,6,1,False,602
204187,MANHATTAN,2013-02-24,45,35,0.0,10,23,6,1,False,743
204188,BROOKLYN,2013-02-24,45,35,0.0,10,23,6,1,False,932
204190,BRONX,2013-02-24,45,35,0.0,10,23,6,1,False,751
204220,RICHMOND / STATEN ISLAND,2013-02-24,45,35,0.0,10,23,6,1,False,141
207355,BRONX,2013-02-25,43,33,0.0,10,14,0,1,False,861
207356,QUEENS,2013-02-25,43,33,0.0,10,14,0,1,False,676
207358,BROOKLYN,2013-02-25,43,33,0.0,10,14,0,1,False,1085
207359,MANHATTAN,2013-02-25,43,33,0.0,10,14,0,1,False,783
207375,RICHMOND / STATEN ISLAND,2013-02-25,43,33,0.0,10,14,0,1,False,127
210887,BRONX,2013-02-26,44,34,0.0,10,18,1,1,False,837
210889,QUEENS,2013-02-26,44,34,0.0,10,18,1,1,False,654
210892,MANHATTAN,2013-02-26,44,34,0.0,10,18,1,1,False,792
210959,RICHMOND / STATEN ISLAND,2013-02-26,44,34,0.0,10,18,1,1,False,163
210890,BROOKLYN,2013-02-26,44,34,0.0,10,18,1,1,False,1016
214349,BRONX,2013-02-27,48,37,0.0,10,28,2,1,False,730
214351,BROOKLYN,2013-02-27,48,37,0.0,10,28,2,1,False,1001
214352,MANHATTAN,2013-02-27,48,37,0.0,10,28,2,1,False,828
214357,QUEENS,2013-02-27,48,37,0.0,10,28,2,1,False,605
214472,RICHMOND / STATEN ISLAND,2013-02-27,48,37,0.0,10,28,2,1,False,136
217649,BROOKLYN,2013-02-28,49,41,0.0,10,16,3,1,False,984
217650,QUEENS,2013-02-28,49,41,0.0,10,16,3,1,False,653
217655,BRONX,2013-02-28,49,41,0.0,10,16,3,1,False,793
217660,MANHATTAN,2013-02-28,49,41,0.0,10,16,3,1,False,915
217697,RICHMOND / STATEN ISLAND,2013-02-28,49,41,0.0,10,16,3,1,False,136
221130,BROOKLYN,2013-03-01,44,37,0.0,10,17,4,2,False,1044
221131,MANHATTAN,2013-03-01,44,37,0.0,10,17,4,2,False,881
221144,BRONX,2013-03-01,44,37,0.0,10,17,4,2,False,858
221187,RICHMOND / STATEN ISLAND,2013-03-01,44,37,0.0,10,17,4,2,False,158
221135,QUEENS,2013-03-01,44,37,0.0,10,17,4,2,False,697
224768,MANHATTAN,2013-03-02,39,32,0.0,10,16,5,2,False,913
224769,BROOKLYN,2013-03-02,39,32,0.0,10,16,5,2,False,1000
224770,BRONX,2013-03-02,39,32,0.0,10,16,5,2,False,738
224771,QUEENS,2013-03-02,39,32,0.0,10,16,5,2,False,632
224808,RICHMOND / STATEN ISLAND,2013-03-02,39,32,0.0,10,16,5,2,False,152
228206,BRONX,2013-03-03,40,30,0.0,10,20,6,2,False,771
228203,MANHATTAN,2013-03-03,40,30,0.0,10,20,6,2,False,786
228204,BROOKLYN,2013-03-03,40,30,0.0,10,20,6,2,False,1001
228210,QUEENS,2013-03-03,40,30,0.0,10,20,6,2,False,608
228264,RICHMOND / STATEN ISLAND,2013-03-03,40,30,0.0,10,20,6,2,False,136
231505,BRONX,2013-03-04,40,28,0.0,10,25,0,2,False,852
231507,QUEENS,2013-03-04,40,28,0.0,10,25,0,2,False,688
231510,RICHMOND / STATEN ISLAND,2013-03-04,40,28,0.0,10,25,0,2,False,168
231513,BROOKLYN,2013-03-04,40,28,0.0,10,25,0,2,False,1028
231506,MANHATTAN,2013-03-04,40,28,0.0,10,25,0,2,False,780
235021,QUEENS,2013-03-05,47,33,0.0,10,17,1,2,False,697
235022,BRONX,2013-03-05,47,33,0.0,10,17,1,2,False,874
235023,RICHMOND / STATEN ISLAND,2013-03-05,47,33,0.0,10,17,1,2,False,137
235025,MANHATTAN,2013-03-05,47,33,0.0,10,17,1,2,False,861
235026,BROOKLYN,2013-03-05,47,33,0.0,10,17,1,2,False,1078
177157,MANHATTAN,2013-03-06,43,38,0.0,10,36,2,2,False,850
177155,QUEENS,2013-03-06,43,38,0.0,10,36,2,2,False,601
177156,BROOKLYN,2013-03-06,43,38,0.0,10,36,2,2,False,990
177159,BRONX,2013-03-06,43,38,0.0,10,36,2,2,False,798
177188,RICHMOND / STATEN ISLAND,2013-03-06,43,38,0.0,10,36,2,2,False,127
180529,RICHMOND / STATEN ISLAND,2013-03-07,38,34,0.0,10,23,3,2,False,152
180527,MANHATTAN,2013-03-07,38,34,0.0,10,23,3,2,False,836
180526,BROOKLYN,2013-03-07,38,34,0.0,10,23,3,2,False,944
180521,BRONX,2013-03-07,38,34,0.0,10,23,3,2,False,770
180551,QUEENS,2013-03-07,38,34,0.0,10,23,3,2,False,582
183805,BRONX,2013-03-08,42,32,0.0,10,22,4,2,False,803
183806,BROOKLYN,2013-03-08,42,32,0.0,10,22,4,2,False,972
183807,QUEENS,2013-03-08,42,32,0.0,10,22,4,2,False,687
183809,MANHATTAN,2013-03-08,42,32,0.0,10,22,4,2,False,829
183827,RICHMOND / STATEN ISLAND,2013-03-08,42,32,0.0,10,22,4,2,False,154
238669,BROOKLYN,2013-03-09,54,37,0.0,10,21,5,2,False,1044
238668,BRONX,2013-03-09,54,37,0.0,10,21,5,2,False,790
238673,RICHMOND / STATEN ISLAND,2013-03-09,54,37,0.0,10,21,5,2,False,164
238672,MANHATTAN,2013-03-09,54,37,0.0,10,21,5,2,False,851
238670,QUEENS,2013-03-09,54,37,0.0,10,21,5,2,False,705
187254,MANHATTAN,2013-03-10,46,35,0.0,10,10,6,2,False,745
187305,RICHMOND / STATEN ISLAND,2013-03-10,46,35,0.0,10,10,6,2,False,127
187251,BROOKLYN,2013-03-10,46,35,0.0,10,10,6,2,False,954
187250,QUEENS,2013-03-10,46,35,0.0,10,10,6,2,False,616
187253,BRONX,2013-03-10,46,35,0.0,10,10,6,2,False,792
242222,MANHATTAN,2013-03-11,52,39,0.0,10,18,0,2,False,920
242226,BROOKLYN,2013-03-11,52,39,0.0,10,18,0,2,False,1082
242253,RICHMOND / STATEN ISLAND,2013-03-11,52,39,0.0,10,18,0,2,False,162
242230,QUEENS,2013-03-11,52,39,0.0,10,18,0,2,False,682
242229,BRONX,2013-03-11,52,39,0.0,10,18,0,2,False,860
245929,BROOKLYN,2013-03-12,55,45,0.0,10,29,1,2,False,973
245933,MANHATTAN,2013-03-12,55,45,0.0,10,29,1,2,False,824
245945,BRONX,2013-03-12,55,45,0.0,10,29,1,2,False,783
245928,QUEENS,2013-03-12,55,45,0.0,10,29,1,2,False,637
245931,RICHMOND / STATEN ISLAND,2013-03-12,55,45,0.0,10,29,1,2,False,147
249292,QUEENS,2013-03-13,51,41,0.0,10,20,2,2,False,685
249294,BROOKLYN,2013-03-13,51,41,0.0,10,20,2,2,False,1067
249299,BRONX,2013-03-13,51,41,0.0,10,20,2,2,False,807
249324,RICHMOND / STATEN ISLAND,2013-03-13,51,41,0.0,10,20,2,2,False,135
249293,MANHATTAN,2013-03-13,51,41,0.0,10,20,2,2,False,935
252950,RICHMOND / STATEN ISLAND,2013-03-14,41,30,0.0,10,30,3,2,False,163
252926,QUEENS,2013-03-14,41,30,0.0,10,30,3,2,False,675
252924,BROOKLYN,2013-03-14,41,30,0.0,10,30,3,2,False,971
252921,BRONX,2013-03-14,41,30,0.0,10,30,3,2,False,781
252928,MANHATTAN,2013-03-14,41,30,0.0,10,30,3,2,False,792
190484,QUEENS,2013-03-15,47,31,0.0,10,22,4,2,False,656
190485,BROOKLYN,2013-03-15,47,31,0.0,10,22,4,2,False,1059
190487,MANHATTAN,2013-03-15,47,31,0.0,10,22,4,2,False,945
190489,BRONX,2013-03-15,47,31,0.0,10,22,4,2,False,830
190493,RICHMOND / STATEN ISLAND,2013-03-15,47,31,0.0,10,22,4,2,False,142
194123,MANHATTAN,2013-03-16,42,33,0.0,10,15,5,2,False,973
