,INCIDENT_DATE,TEMP_MAX_F,TEMP_MIN_F,PRECIPITATION_INCHES,VISIBILITY_MILES,MAX_WIND_SPEED_MPH,WEEKDAY,SEASON,HOLIDAY,CALLS_PER_DAY_NYC
852,2015-06-26,80,71,0.0,10,20,4,3,False,4284.0
853,2015-06-27,72,60,0.0,10,22,5,3,False,3824.0
854,2015-06-28,74,62,1.32,10,26,6,3,False,3707.0
855,2015-06-29,77,64,0.0,10,16,0,3,False,4234.0
856,2015-06-30,81,68,0.0,10,22,1,3,False,3928.0
857,2015-07-02,81,71,0.0,10,13,3,3,False,4178.0
858,2015-07-04,75,69,0.0,10,13,5,3,False,3897.0
859,2015-07-05,84,70,0.0,10,14,6,3,False,4139.0
860,2015-07-06,82,72,0.0,10,14,0,3,False,4328.0
861,2015-07-07,87,75,0.0,10,20,1,3,False,4289.0
862,2015-07-08,88,76,0.0,10,15,2,3,False,4302.0
863,2015-07-09,79,68,0.09,10,13,3,3,False,4034.0
864,2015-07-10,83,72,0.29,10,18,4,3,False,4268.0
865,2015-07-11,85,72,0.0,10,10,5,3,False,4262.0
866,2015-07-12,89,74,0.0,10,13,6,3,False,4137.0
867,2015-07-13,84,75,0.0,10,17,0,3,False,4346.0
868,2015-07-14,81,71,0.0,10,16,1,3,False,4227.0
869,2015-07-15,81,73,0.95,10,18,2,3,False,3995.0
870,2015-07-16,79,64,0.01,10,14,3,3,False,4119.0
871,2015-07-17,79,69,0.0,10,20,4,3,False,4317.0
872,2015-07-18,85,73,0.0,10,15,5,3,False,4167.0
873,2015-07-19,93,79,0.18,10,17,6,3,False,4410.0
874,2015-07-20,94,83,0.0,10,14,0,3,False,4740.0
875,2015-07-22,84,71,0.0,10,18,2,3,False,4130.0
876,2015-07-23,85,71,0.0,10,17,3,3,False,4237.0
877,2015-07-24,85,72,0.0,10,10,4,3,False,4272.0
878,2015-07-25,85,71,0.0,10,16,5,3,False,4183.0
879,2015-07-26,89,75,0.0,10,21,6,3,False,4211.0
880,2015-07-27,86,76,0.05,10,18,0,3,False,4342.0
881,2015-07-28,93,76,0.0,10,12,1,3,False,4272.0
882,2015-07-29,94,79,0.0,10,15,2,3,False,4347.0
883,2015-07-30,86,75,0.0,10,18,3,3,False,4291.0
884,2015-07-31,90,75,1.62,10,13,4,3,False,4373.0
885,2015-08-01,90,77,0.0,10,16,5,3,False,4415.0
886,2015-08-02,87,74,0.0,10,17,6,3,False,4223.0
887,2015-08-03,91,76,0.0,10,18,0,3,False,4545.0
888,2015-08-04,91,70,0.3,10,20,1,3,False,4379.0
889,2015-08-05,88,72,0.0,10,16,2,3,False,4253.0
890,2015-08-06,81,70,0.0,10,12,3,3,False,4125.0
891,2015-08-07,82,69,0.0,10,14,4,3,False,4350.0
892,2015-08-08,81,70,0.0,10,12,5,3,False,4124.0
893,2015-08-09,84,71,0.0,10,14,6,3,False,3991.0
894,2015-08-10,80,70,0.0,10,16,0,3,False,4079.0
895,2015-08-11,82,71,0.67,10,22,1,3,False,3827.0
896,2015-08-12,84,72,0.51,10,16,2,3,False,4027.0
897,2015-08-13,83,69,0.0,10,13,3,3,False,4118.0
898,2015-08-14,87,71,0.0,10,16,4,3,False,4321.0
899,2015-08-15,91,75,0.0,10,20,5,3,False,4313.0
900,2015-08-16,91,77,0.0,10,12,6,3,False,4207.0
901,2015-08-17,91,80,0.0,10,15,0,3,False,4355.0
902,2015-08-18,89,77,0.0,10,21,1,3,False,4252.0
903,2015-08-19,86,76,0.0,10,18,2,3,False,4085.0
904,2015-08-20,86,78,0.0,10,18,3,3,False,4173.0
905,2015-08-21,85,72,0.32,10,21,4,3,False,4093.0
906,2015-08-22,83,70,0.0,10,14,5,3,False,4074.0
907,2015-08-23,81,71,0.0,10,12,6,3,False,4048.0
908,2015-08-24,85,74,0.0,10,14,0,3,False,4079.0
909,2015-08-25,87,76,0.0,10,16,1,3,False,4096.0
910,2015-08-26,82,69,0.0,10,17,2,3,False,3883.0
911,2015-08-27,79,68,0.0,10,15,3,3,False,3999.0
912,2015-08-28,80,66,0.0,10,10,4,3,False,3891.0
913,2015-08-29,85,70,0.0,10,17,5,3,False,3981.0
914,2015-08-30,90,73,0.0,10,14,6,3,False,3987.0
915,2015-08-31,91,77,0.08,10,15,0,3,False,4402.0
916,2015-09-01,87,77,0.0,10,13,1,4,False,4136.0
917,2015-09-02,87,75,0.0,10,15,2,4,False,4131.0
918,2015-09-03,92,77,0.0,10,9,3,4,False,4303.0
919,2015-09-04,83,72,0.0,10,20,4,4,False,4154.0
920,2015-09-05,80,67,0.0,10,15,5,4,False,3933.0
921,2015-09-06,84,67,0.0,10,14,6,4,False,3929.0
922,2015-09-07,90,71,0.0,10,17,0,4,True,3988.0
923,2015-09-08,94,76,0.0,10,17,1,4,False,4363.0
924,2015-09-09,88,75,0.0,10,17,2,4,False,4143.0
925,2015-09-10,81,71,0.66,10,18,3,4,False,3921.0
926,2015-09-11,81,66,0.52,10,17,4,4,False,4110.0
927,2015-09-13,78,64,0.22,10,20,6,4,False,3743.0
928,2015-09-14,75,59,0.0,10,21,0,4,False,4099.0
929,2015-09-15,83,65,0.0,10,10,1,4,False,3936.0
930,2015-09-16,87,68,0.0,10,12,2,4,False,4158.0
931,2015-09-17,87,71,0.0,10,15,3,4,False,4149.0
932,2015-09-18,84,70,0.0,10,13,4,4,False,4357.0
933,2015-09-19,80,69,0.0,10,16,5,4,False,4189.0
934,2015-09-20,76,65,0.0,10,18,6,4,False,3842.0
935,2015-09-21,71,59,0.0,10,18,0,4,False,4013.0
936,2015-09-22,72,61,0.0,10,17,1,4,False,3944.0
937,2015-09-23,78,60,0.0,10,9,2,4,False,3787.0
938,2015-09-24,79,63,0.0,10,17,3,4,False,4036.0
939,2015-09-25,71,64,0.0,10,18,4,4,False,4078.0
940,2015-09-26,69,61,0.0,10,17,5,4,False,3757.0
941,2015-09-27,69,56,0.0,10,14,6,4,False,3648.0
942,2015-09-28,79,64,0.0,10,12,0,4,False,4114.0
943,2015-09-29,81,71,0.0,10,13,1,4,False,4092.0
944,2015-09-30,78,61,1.05,10,22,2,4,False,3947.0
945,2015-10-01,63,55,0.06,10,21,3,4,False,3697.0
946,2015-10-02,57,50,0.13,10,29,4,4,False,3818.0
947,2015-10-04,63,54,0.02,10,28,6,4,False,3598.0
948,2015-10-05,65,52,0.0,10,18,0,4,False,4116.0
949,2015-10-06,73,55,0.0,10,10,1,4,False,4257.0
950,2015-10-07,73,59,0.0,10,12,2,4,False,4111.0
951,2015-10-08,67,60,0.0,10,12,3,4,False,4126.0
952,2015-10-09,78,62,0.0,10,28,4,4,False,4204.0
953,2015-10-10,65,52,0.5,10,18,5,4,False,3888.0
954,2015-10-11,69,53,0.0,10,10,6,4,False,3786.0
955,2015-10-12,76,57,0.0,10,17,0,4,True,3821.0
956,2015-10-13,72,62,0.0,10,13,1,4,False,4245.0
957,2015-10-14,68,59,0.0,10,14,2,4,False,4001.0
958,2015-10-15,64,53,0.0,10,14,3,4,False,4084.0
959,2015-10-16,63,55,0.0,10,24,4,4,False,4015.0
960,2015-10-17,55,44,0.0,10,17,5,4,False,3614.0
961,2015-10-18,50,39,0.0,10,20,6,4,False,3412.0
962,2015-10-19,52,38,0.0,10,15,0,4,False,3913.0
963,2015-10-20,71,49,0.0,10,16,1,4,False,4058.0
964,2015-10-21,75,57,0.0,10,13,2,4,False,4078.0
965,2015-10-22,74,57,0.0,10,14,3,4,False,4090.0
966,2015-10-23,66,47,0.0,10,17,4,4,False,3924.0
967,2015-10-24,56,41,0.0,10,12,5,4,False,3525.0
968,2015-10-25,68,52,0.01,10,22,6,4,False,3508.0
969,2015-10-26,59,48,0.02,10,14,0,4,False,3844.0
970,2015-10-27,59,46,0.0,10,12,1,4,False,3689.0
971,2015-10-28,70,51,0.0,10,29,2,4,False,3722.0
972,2015-10-29,72,60,1.26,10,28,3,4,False,3894.0
973,2015-10-30,60,49,0.0,10,21,4,4,False,3983.0
974,2015-10-31,54,44,0.0,10,13,5,4,False,3808.0
975,2015-11-01,65,54,0.0,10,15,6,4,False,4318.0
976,2015-11-02,63,57,0.0,10,12,0,4,False,4003.0
977,2015-11-03,73,52,0.0,10,10,1,4,False,3847.0
978,2015-11-04,69,55,0.0,10,12,2,4,False,3921.0
979,2015-11-05,71,57,0.0,9,8,3,4,False,3968.0
980,2015-11-06,73,66,0.0,10,22,4,4,False,4090.0
981,2015-11-07,71,54,0.0,10,18,5,4,False,3759.0
982,2015-11-08,58,48,0.0,10,18,6,4,False,3449.0
983,2015-11-09,60,47,0.0,10,12,0,4,False,3965.0
984,2015-11-10,59,52,0.0,10,24,1,4,False,3809.0
985,2015-11-11,57,50,0.5,10,17,2,4,True,3511.0
986,2015-11-13,58,48,0.01,10,26,4,4,False,3899.0
987,2015-11-14,49,43,0.0,10,28,5,4,False,3507.0
988,2015-11-15,59,42,0.0,10,16,6,4,False,3527.0
989,2015-11-16,68,51,0.0,10,10,0,4,False,3978.0
990,2015-11-17,52,41,0.0,10,20,1,4,False,3783.0
991,2015-11-18,59,45,0.0,10,15,2,4,False,3796.0
992,2015-11-19,63,57,0.0,10,25,3,4,False,3880.0
993,2015-11-20,64,47,1.16,10,17,4,4,False,3926.0
994,2015-11-21,54,43,0.0,10,15,5,4,False,3607.0
995,2015-11-22,56,44,0.0,10,18,6,4,False,3434.0
996,2015-11-23,43,36,0.0,10,23,0,4,False,3669.0
997,2015-11-24,46,34,0.0,10,13,1,4,False,3670.0
998,2015-11-25,48,40,0.0,10,9,2,4,False,3589.0
999,2015-11-26,59,41,0.0,10,9,3,4,True,3212.0
1000,2015-11-27,64,49,0.0,10,13,4,4,False,3687.0
1001,2015-11-28,61,44,0.0,10,12,5,4,False,3359.0
1002,2015-11-29,47,38,0.03,10,15,6,4,False,3326.0
1003,2015-11-30,46,34,0.0,10,20,0,4,False,3749.0
1004,2015-12-02,57,46,0.24,10,15,2,1,False,3962.0
1005,2015-12-03,55,45,0.1,10,24,3,1,False,3963.0
1006,2015-12-04,51,44,0.0,10,15,4,1,False,3931.0
1007,2015-12-06,53,41,0.0,10,9,6,1,False,3625.0
1008,2015-12-07,54,44,0.0,10,9,0,1,False,4063.0
1009,2015-12-08,48,42,0.0,10,13,1,1,False,3594.0
1010,2015-12-09,55,40,0.0,10,14,2,1,False,3651.0
1011,2015-12-10,60,52,0.0,10,12,3,1,False,4048.0
1012,2015-12-11,61,50,0.0,10,10,4,1,False,4027.0
1013,2015-12-12,65,55,0.0,10,9,5,1,False,3951.0
1014,2015-12-13,62,53,0.0,10,13,6,1,False,3765.0
1015,2015-12-14,64,51,0.0,10,13,0,1,False,4080.0
1016,2015-12-15,64,52,0.39,10,28,1,1,False,3907.0
1017,2015-12-16,52,46,0.0,10,16,2,1,False,3868.0
1018,2015-12-17,59,50,0.05,10,13,3,1,False,3895.0
1019,2015-12-18,57,39,0.88,10,21,4,1,False,3914.0
1020,2015-12-19,40,36,0.01,10,24,5,1,False,3596.0
1021,2015-12-20,44,36,0.0,10,20,6,1,False,3432.0
1022,2015-12-21,57,40,0.0,10,15,0,1,False,3869.0
1023,2015-12-22,63,55,0.0,10,14,1,1,False,3865.0
1024,2015-12-23,63,50,0.18,8,16,2,1,False,3919.0
1025,2015-12-24,72,59,1.46,10,18,3,1,False,3821.0
1026,2015-12-25,63,54,0.0,10,7,4,1,True,3661.0
1027,2015-12-26,58,46,0.03,10,16,5,1,False,3385.0
1028,2015-12-27,63,46,0.14,10,17,6,1,False,3564.0
1029,2015-12-28,46,35,0.02,10,23,0,1,False,3660.0
1030,2015-12-29,47,34,0.37,10,23,1,1,False,3589.0
1031,2015-12-30,48,39,0.13,10,9,2,1,False,3594.0
1032,2015-12-31,50,43,0.2,10,17,3,1,False,3446.0
1033,2016-01-01,43,36,0.0,10,18,4,1,True,4879.0
1034,2016-01-02,41,35,0.0,10,20,5,1,False,3439.0
1035,2016-01-04,38,16,0.0,10,28,0,1,False,3707.0
1036,2016-01-05,30,14,0.0,10,23,1,1,False,3614.0
1037,2016-01-06,42,27,0.0,10,12,2,1,False,3913.0
1038,2016-01-07,47,33,0.0,10,10,3,1,False,3862.0
1039,2016-01-08,46,35,0.0,10,16,4,1,False,3874.0
1040,2016-01-10,59,42,0.63,10,26,6,1,False,3492.0
1041,2016-01-11,40,28,0.79,10,22,0,1,False,3789.0
1042,2016-01-12,44,27,0.0,10,26,1,1,False,3702.0
1043,2016-01-13,31,24,0.0,10,28,2,1,False,3718.0
1044,2016-01-14,39,24,0.0,10,17,3,1,False,3709.0
1045,2016-01-15,50,35,0.0,10,18,4,1,False,3858.0
1046,2016-01-16,51,42,0.24,10,18,5,1,False,3652.0
1047,2016-01-17,43,30,0.02,10,15,6,1,False,3472.0
1048,2016-01-18,33,20,0.05,10,26,0,1,True,3484.0
1049,2016-01-19,30,19,0.0,10,29,1,1,False,3885.0
1050,2016-01-20,37,30,0.0,10,26,2,1,False,3770.0
1051,2016-01-21,37,28,0.0,10,21,3,1,False,3758.0
1052,2016-01-22,30,23,0.0,10,16,4,1,False,3905.0
1053,2016-01-23,28,25,0.16,7,33,5,1,False,3994.0
1054,2016-01-24,36,24,0.8,10,29,6,1,False,3982.0
1055,2016-01-26,48,36,0.0,10,12,1,1,False,4253.0
1056,2016-01-27,47,36,0.01,10,21,2,1,False,3966.0
1057,2016-01-28,43,32,0.0,10,13,3,1,False,4039.0
1058,2016-01-29,41,32,0.0,10,24,4,1,False,4068.0
1059,2016-01-30,40,30,0.0,10,14,5,1,False,3753.0
1060,2016-01-31,55,37,0.0,10,9,6,1,False,3663.0
1061,2016-02-01,59,45,0.0,10,15,0,1,False,4124.0
1062,2016-02-02,51,38,0.0,10,9,1,1,False,4077.0
1063,2016-02-03,57,42,0.0,10,22,2,1,False,3904.0
1064,2016-02-04,58,44,0.69,10,24,3,1,False,4027.0
1065,2016-02-05,43,32,0.31,10,23,4,1,False,4007.0
1066,2016-02-06,40,32,0.05,10,14,5,1,False,3798.0
1067,2016-02-07,46,35,0.0,10,21,6,1,False,3539.0
1068,2016-02-08,39,28,0.0,10,25,0,1,False,3769.0
1069,2016-02-10,39,32,0.01,10,20,2,1,False,3921.0
1070,2016-02-11,32,20,0.0,10,29,3,1,False,3848.0
1071,2016-02-12,27,17,0.0,10,22,4,1,False,3872.0
1072,2016-02-13,23,8,0.0,10,32,5,1,False,3622.0
1073,2016-02-14,17,1,0.0,10,24,6,1,False,3443.0
1074,2016-02-16,57,35,0.49,10,32,1,1,False,4161.0
1075,2016-02-18,37,28,0.0,10,22,3,1,False,3777.0
1076,2016-02-19,40,25,0.0,10,15,4,1,False,3801.0
1077,2016-02-20,61,40,0.0,10,17,5,1,False,3912.0
1078,2016-02-21,56,43,0.0,10,17,6,1,False,3653.0
1079,2016-02-22,53,38,0.05,10,14,0,1,False,4110.0
1080,2016-02-24,61,37,0.3,8,39,2,1,False,3999.0
1081,2016-02-25,61,39,1.48,10,28,3,1,False,3982.0
1082,2016-02-26,39,29,0.0,10,29,4,1,False,4079.0
1083,2016-02-27,42,28,0.0,10,20,5,1,False,3776.0
1084,2016-02-28,61,39,0.0,10,18,6,1,False,3649.0
1085,2016-02-29,61,42,0.0,10,22,0,1,False,4177.0
1086,2016-03-01,53,40,0.07,10,17,1,2,False,4026.0
1087,2016-03-02,56,30,0.17,10,29,2,2,False,3913.0
1088,2016-03-03,36,27,0.0,10,20,3,2,False,3970.0
1089,2016-03-04,42,30,0.04,10,18,4,2,False,4069.0
1090,2016-03-06,45,33,0.0,10,8,6,2,False,3749.0
1091,2016-03-07,60,37,0.0,10,21,0,2,False,4353.0
1092,2016-03-08,61,44,0.0,10,13,1,2,False,4281.0
1093,2016-03-09,74,41,0.0,10,13,2,2,False,4395.0
1094,2016-03-10,78,64,0.0,10,15,3,2,False,4450.0
1095,2016-03-11,63,49,0.04,10,24,4,2,False,4428.0
1096,2016-03-12,57,42,0.0,10,15,5,2,False,3997.0
1097,2016-03-13,62,50,0.0,10,10,6,2,False,3666.0
1098,2016-03-14,52,42,0.02,10,25,0,2,False,4083.0
1099,2016-03-15,55,44,0.17,10,25,1,2,False,4182.0
1100,2016-03-16,65,46,0.0,10,14,2,2,False,4001.0
1101,2016-03-17,63,45,0.02,10,24,3,2,False,4277.0
1102,2016-03-18,57,45,0.04,10,24,4,2,False,4055.0
1103,2016-03-19,47,37,0.0,10,17,5,2,False,3605.0
1104,2016-03-20,41,34,0.0,10,23,6,2,False,3408.0
1105,2016-03-21,49,34,0.14,10,28,0,2,False,3896.0
1106,2016-03-22,55,37,0.0,10,21,1,2,False,3802.0
1107,2016-03-23,71,50,0.0,10,17,2,2,False,4053.0
1108,2016-03-24,53,44,0.0,10,21,3,2,False,3981.0
1109,2016-03-25,73,45,0.0,10,17,4,2,False,3850.0
1110,2016-03-26,51,39,0.07,10,15,5,2,False,3569.0
1111,2016-03-27,53,43,0.0,10,10,6,2,False,3418.0
1112,2016-03-28,62,43,0.19,10,33,0,2,False,3874.0
1113,2016-03-29,52,43,0.32,10,29,1,2,False,3728.0
1114,2016-03-31,70,49,0.0,10,22,3,2,False,4027.0
1115,2016-04-01,79,57,0.0,10,18,4,2,False,4346.0
1116,2016-04-02,60,48,0.01,10,16,5,2,False,3897.0
1117,2016-04-03,50,36,0.24,10,37,6,2,False,3501.0
1118,2016-04-04,45,32,0.0,10,21,0,2,False,3965.0
1119,2016-04-05,42,27,0.5,10,20,1,2,False,3877.0
1120,2016-04-06,46,32,0.0,10,25,2,2,False,3895.0
1121,2016-04-07,59,47,0.0,10,26,3,2,False,3948.0
1122,2016-04-08,51,43,0.15,10,25,4,2,False,3922.0
1123,2016-04-10,49,33,0.07,10,21,6,2,False,3582.0
1124,2016-04-11,60,44,0.0,10,22,0,2,False,4069.0
1125,2016-04-12,58,46,0.04,10,22,1,2,False,3824.0
1126,2016-04-13,56,42,0.19,10,13,2,2,False,4038.0
1127,2016-04-14,60,43,0.0,10,14,3,2,False,3898.0
1128,2016-04-15,62,44,0.0,10,14,4,2,False,3950.0
1129,2016-04-16,64,45,0.0,10,14,5,2,False,3886.0
1130,2016-04-17,72,48,0.0,10,13,6,2,False,3876.0
1131,2016-04-18,79,50,0.0,10,13,0,2,False,4150.0
1132,2016-04-19,69,58,0.0,10,20,1,2,False,4122.0
1133,2016-04-20,66,51,0.0,10,16,2,2,False,4028.0
1134,2016-04-21,70,50,0.0,10,16,3,2,False,4172.0
1135,2016-04-22,77,61,0.0,10,14,4,2,False,4218.0
1136,2016-04-23,69,57,0.14,10,16,5,2,False,3908.0
1137,2016-04-24,66,48,0.0,10,17,6,2,False,3550.0
1138,2016-04-25,66,51,0.0,10,12,0,2,False,4054.0
1139,2016-04-26,57,47,0.19,10,22,1,2,False,3596.0
1140,2016-04-27,58,46,0.11,10,16,2,2,False,3742.0
1141,2016-04-28,57,48,0.0,10,14,3,2,False,3529.0
1142,2016-04-29,57,48,0.0,10,21,4,2,False,3609.0
1143,2016-04-30,62,48,0.02,10,14,5,2,False,3859.0
1144,2016-05-01,51,46,0.0,10,15,6,2,False,3353.0
1145,2016-05-02,61,45,0.15,10,8,0,2,False,3833.0
1146,2016-05-03,55,52,0.73,10,18,1,2,False,3913.0
1147,2016-05-04,54,50,0.07,10,17,2,2,False,3964.0
1148,2016-05-05,57,47,0.02,10,17,3,2,False,3787.0
1149,2016-05-06,55,49,0.38,10,25,4,2,False,3936.0
1150,2016-05-07,57,48,0.18,10,14,5,2,False,3690.0
1151,2016-05-08,65,49,0.07,10,28,6,2,False,3642.0
1152,2016-05-09,73,54,0.08,10,26,0,2,False,4176.0
1153,2016-05-10,64,51,0.0,10,14,1,2,False,3973.0
1154,2016-05-11,74,54,0.0,10,14,2,2,False,4268.0
1155,2016-05-12,77,56,0.0,10,13,3,2,False,4178.0
1156,2016-05-14,72,60,0.25,10,29,5,2,False,3782.0
1157,2016-05-15,59,47,0.0,10,24,6,2,False,3569.0
1158,2016-05-16,67,44,0.0,10,30,0,2,False,4077.0
1159,2016-05-17,68,57,0.0,10,16,1,2,False,3927.0
1160,2016-05-18,68,55,0.0,10,14,2,2,False,3920.0
1161,2016-05-19,71,56,0.0,10,14,3,2,False,3942.0
1162,2016-05-20,76,57,0.0,10,17,4,2,False,4227.0
1163,2016-05-21,66,56,0.0,10,13,5,2,False,3782.0
1164,2016-05-22,70,54,0.18,10,12,6,2,False,3610.0
1165,2016-05-24,72,60,0.26,10,10,1,2,False,3983.0
1166,2016-05-25,90,62,0.02,10,13,2,2,False,4268.0
1167,2016-05-26,91,71,0.0,10,17,3,2,False,4309.0
1168,2016-05-27,86,68,0.0,10,16,4,2,False,4354.0
1169,2016-05-28,91,73,0.0,10,17,5,2,False,4202.0
1170,2016-05-29,86,71,0.0,10,20,6,2,False,4049.0
1171,2016-05-30,81,69,1.53,10,14,0,2,True,3661.0
1172,2016-05-31,83,73,0.0,10,15,1,2,False,4338.0
1173,2016-06-01,83,67,0.0,10,14,2,3,False,4170.0
1174,2016-06-02,74,62,0.0,10,15,3,3,False,4073.0
1175,2016-06-03,72,63,0.0,10,10,4,3,False,3989.0
1176,2016-06-04,82,66,0.02,10,14,5,3,False,3970.0
1177,2016-06-05,73,66,0.27,10,15,6,3,False,3585.0
1178,2016-06-06,87,68,0.67,10,16,0,3,False,4309.0
1179,2016-06-07,87,67,0.0,10,21,1,3,False,4116.0
1180,2016-06-08,70,56,0.01,10,24,2,3,False,3862.0
1181,2016-06-09,73,56,0.44,10,25,3,3,False,3832.0
1182,2016-06-10,78,59,0.0,10,18,4,3,False,4279.0
1183,2016-06-11,90,64,0.0,10,20,5,3,False,4241.0
1184,2016-06-12,86,64,0.1,10,33,6,3,False,4062.0
1185,2016-06-13,74,59,0.0,10,25,0,3,False,4051.0
1186,2016-06-14,80,60,0.0,10,16,1,3,False,3919.0
1187,2016-06-15,86,67,0.0,10,16,2,3,False,4088.0
1188,2016-06-16,77,68,0.12,10,8,3,3,False,3986.0
1189,2016-06-17,77,66,0.0,10,17,4,3,False,4086.0
1190,2016-06-18,86,63,0.0,10,16,5,3,False,4127.0
1191,2016-06-19,83,69,0.0,10,17,6,3,False,3855.0
1192,2016-06-20,82,66,0.0,10,15,0,3,False,4236.0
1193,2016-06-21,88,74,0.0,10,23,1,3,False,4117.0
1194,2016-06-22,84,68,0.0,10,28,2,3,False,4135.0
1195,2016-06-23,78,68,0.0,10,12,3,3,False,4087.0
1196,2016-06-24,84,69,0.0,10,17,4,3,False,4292.0
1197,2016-06-25,82,66,0.0,10,13,5,3,False,3965.0
1198,2016-06-26,85,70,0.0,10,20,6,3,False,3904.0
1199,2016-06-27,82,69,0.0,10,23,0,3,False,4339.0
1200,2016-06-28,76,70,0.54,10,14,1,3,False,3857.0
1201,2016-06-29,86,70,0.07,10,13,2,3,False,4110.0
1202,2016-06-30,87,70,0.0,10,16,3,3,False,4121.0
1203,2016-07-01,81,70,0.0,10,18,4,3,False,4009.0
1204,2016-07-02,78,68,0.28,10,20,5,3,False,3882.0
1205,2016-07-03,81,69,0.0,10,16,6,3,False,3876.0
1206,2016-07-04,85,70,0.0,10,22,0,3,True,3800.0
1207,2016-07-05,89,69,1.08,10,12,1,3,False,4295.0
1208,2016-07-06,93,77,0.0,10,15,2,3,False,4172.0
1209,2016-07-07,93,77,0.0,10,16,3,3,False,4363.0
1210,2016-07-08,85,70,0.02,10,15,4,3,False,4101.0
1211,2016-07-09,73,66,0.01,10,13,5,3,False,3693.0
1212,2016-07-10,81,67,0.41,10,22,6,3,False,3864.0
1213,2016-07-11,82,69,0.0,10,13,0,3,False,4081.0
1214,2016-07-12,83,71,0.0,10,20,1,3,False,4109.0
1215,2016-07-13,85,73,0.0,10,20,2,3,False,4048.0
1216,2016-07-14,90,76,0.0,10,31,3,3,False,4143.0
1217,2016-07-15,92,83,0.5,10,16,4,3,False,4312.0
1218,2016-07-16,91,78,0.0,10,15,5,3,False,4075.0
1219,2016-07-17,92,78,0.0,10,16,6,3,False,4077.0
1220,2016-07-18,95,78,0.0,10,29,0,3,False,4383.0
1221,2016-07-19,85,77,0.12,10,18,1,3,False,3958.0
1222,2016-07-20,84,71,0.0,10,14,2,3,False,4003.0
1223,2016-07-21,91,75,0.0,10,18,3,3,False,4061.0
1224,2016-07-22,97,77,0.0,10,18,4,3,False,4208.0
1225,2016-07-23,97,84,0.0,10,23,5,3,False,4344.0
1226,2016-07-24,93,76,0.0,10,18,6,3,False,4116.0
1227,2016-07-25,92,77,0.02,10,20,0,3,False,4240.0
1228,2016-07-26,90,75,0.77,10,16,1,3,False,4113.0
1229,2016-07-27,94,77,0.0,10,13,2,3,False,4233.0
1230,2016-07-28,93,79,0.0,10,21,3,3,False,4128.0
1231,2016-07-29,85,71,0.89,10,16,4,3,False,4010.0
1232,2016-07-30,83,75,0.13,10,13,5,3,False,4053.0
1233,2016-07-31,81,73,0.18,10,17,6,3,False,3770.0
1234,2016-08-01,79,71,0.57,10,17,0,3,False,4000.0
1235,2016-08-02,78,71,0.0,10,20,1,3,False,4101.0
1236,2016-08-03,81,68,0.0,10,13,2,3,False,3941.0
1237,2016-08-04,83,70,0.0,10,14,3,3,False,3926.0
1238,2016-08-05,85,72,0.0,10,17,4,3,False,3993.0
1239,2016-08-06,90,75,0.0,10,22,5,3,False,4051.0
1240,2016-08-07,88,74,0.0,10,16,6,3,False,3834.0
1241,2016-08-08,85,75,0.0,10,13,0,3,False,4151.0
1242,2016-08-09,89,75,0.0,10,18,1,3,False,3965.0
1243,2016-08-10,88,77,0.01,10,17,2,3,False,4033.0
1244,2016-08-11,95,82,0.05,10,18,3,3,False,4319.0
1245,2016-08-12,97,76,0.56,10,25,4,3,False,4286.0
1246,2016-08-13,96,84,0.07,10,17,5,3,False,4475.0
1247,2016-08-14,97,82,0.0,10,20,6,3,False,4295.0
1248,2016-08-15,93,79,0.01,10,12,0,3,False,4363.0
1249,2016-08-16,89,78,0.0,10,21,1,3,False,4179.0
1250,2016-08-17,86,79,0.13,10,20,2,3,False,4026.0
1251,2016-08-18,88,76,0.02,10,12,3,3,False,4024.0
1252,2016-08-19,87,77,0.0,10,12,4,3,False,4250.0
1253,2016-08-20,83,75,0.02,10,15,5,3,False,4062.0
1254,2016-08-21,89,76,0.12,10,20,6,3,False,3909.0
1255,2016-08-22,79,71,0.13,10,26,0,3,False,3831.0
1256,2016-08-23,83,68,0.0,10,13,1,3,False,3870.0
1257,2016-08-25,85,73,0.0,10,20,3,3,False,3980.0
1258,2016-08-26,91,77,0.01,10,18,4,3,False,4174.0
1259,2016-08-27,88,76,0.0,10,13,5,3,False,3867.0
1260,2016-08-28,88,74,0.0,10,14,6,3,False,3812.0
1261,2016-08-29,91,77,0.0,10,15,0,3,False,4036.0
1262,2016-08-30,86,72,0.0,10,15,1,3,False,3767.0
1263,2016-08-31,88,76,0.0,10,14,2,3,False,3990.0
1264,2016-09-01,79,73,0.03,10,14,3,4,False,3954.0
1265,2016-09-02,82,68,0.31,10,16,4,4,False,4005.0
1266,2016-09-03,76,69,0.0,10,18,5,4,False,3850.0
1267,2016-09-04,80,66,0.0,10,21,6,4,False,3689.0
1268,2016-09-05,84,67,0.0,10,21,0,4,True,3812.0
1269,2016-09-06,81,72,0.0,10,23,1,4,False,3845.0
1270,2016-09-08,88,73,0.0,10,14,3,4,False,4169.0
1271,2016-09-09,92,78,0.0,10,14,4,4,False,4330.0
1272,2016-09-10,90,77,0.05,10,16,5,4,False,4257.0
1273,2016-09-11,83,71,0.0,10,21,6,4,False,3896.0
1274,2016-09-12,77,64,0.0,10,12,0,4,False,3963.0
1275,2016-09-13,81,68,0.0,10,17,1,4,False,4154.0
1276,2016-09-14,92,72,0.0,10,24,2,4,False,4088.0
