,INCIDENT_DATE,TEMP_MAX_F,TEMP_MIN_F,PRECIPITATION_INCHES,VISIBILITY_MILES,MAX_WIND_SPEED_MPH,WEEKDAY,SEASON,HOLIDAY,CALLS_PER_DAY_NYC
419,2014-03-22,63,39,0.0,10,23,5,2,False,3642.0
420,2014-03-23,43,29,0.0,10,22,6,2,False,3427.0
421,2014-03-24,34,22,0.0,10,22,0,2,False,3508.0
422,2014-03-25,37,26,0.0,10,18,1,2,False,3676.0
423,2014-03-26,34,25,0.0,10,32,2,2,False,3848.0
424,2014-03-27,41,24,0.0,10,21,3,2,False,3747.0
425,2014-03-28,60,37,0.0,10,14,4,2,False,3969.0
426,2014-03-30,47,39,1.97,10,25,6,2,False,3389.0
427,2014-04-01,58,39,0.02,10,15,1,2,False,3897.0
428,2014-04-02,53,41,0.0,10,10,2,2,False,3898.0
429,2014-04-04,47,39,0.09,10,20,4,2,False,4001.0
430,2014-04-05,53,39,0.17,10,29,5,2,False,3737.0
431,2014-04-07,52,41,0.0,10,21,0,2,False,3939.0
432,2014-04-08,64,42,0.99,10,24,1,2,False,3907.0
433,2014-04-09,58,45,0.01,10,30,2,2,False,4021.0
434,2014-04-10,56,43,0.0,10,24,3,2,False,4001.0
435,2014-04-11,72,50,0.0,10,15,4,2,False,4146.0
436,2014-04-12,69,50,0.0,10,20,5,2,False,3857.0
437,2014-04-13,72,51,0.0,10,18,6,2,False,3653.0
438,2014-04-14,70,55,0.0,10,24,0,2,False,3817.0
439,2014-04-15,60,35,0.1,10,29,1,2,False,3467.0
440,2014-04-16,47,32,0.82,10,22,2,2,False,3491.0
441,2014-04-17,46,37,0.0,10,20,3,2,False,3322.0
442,2014-04-18,46,35,0.0,10,13,4,2,False,3307.0
443,2014-04-19,65,42,0.0,10,14,5,2,False,3531.0
444,2014-04-20,55,45,0.0,10,18,6,2,False,3182.0
445,2014-04-21,62,41,0.0,10,15,0,2,False,3680.0
446,2014-04-22,65,50,0.0,10,16,1,2,False,3544.0
447,2014-04-23,62,45,0.0,10,33,2,2,False,3573.0
448,2014-04-24,60,43,0.0,10,26,3,2,False,3533.0
449,2014-04-25,59,45,0.0,10,17,4,2,False,3608.0
450,2014-04-26,64,45,0.7,10,16,5,2,False,3668.0
451,2014-04-27,56,47,0.06,10,21,6,2,False,3384.0
452,2014-04-28,63,47,0.0,10,14,0,2,False,3907.0
453,2014-04-29,51,43,0.0,10,26,1,2,False,3452.0
454,2014-04-30,49,42,0.55,10,21,2,2,False,3220.0
455,2014-05-01,76,48,4.88,10,14,3,2,False,3867.0
456,2014-05-02,67,55,0.01,10,17,4,2,False,3945.0
457,2014-05-03,68,55,0.0,10,20,5,2,False,3756.0
458,2014-05-04,63,55,0.03,10,24,6,2,False,3583.0
459,2014-05-05,67,50,0.0,10,25,0,2,False,3957.0
460,2014-05-06,66,53,0.0,10,20,1,2,False,3822.0
461,2014-05-08,58,53,0.32,10,14,3,2,False,3631.0
462,2014-05-09,65,53,0.09,10,13,4,2,False,3710.0
463,2014-05-10,81,55,0.0,10,21,5,2,False,3704.0
464,2014-05-11,80,62,0.93,10,17,6,2,False,3839.0
465,2014-05-12,82,65,0.0,10,16,0,2,False,4230.0
466,2014-05-13,71,53,0.0,10,18,1,2,False,3799.0
467,2014-05-18,65,53,0.0,10,18,6,2,False,3515.0
468,2014-05-19,69,53,0.0,10,20,0,2,False,3921.0
469,2014-05-20,76,57,0.0,10,16,1,2,False,3890.0
470,2014-05-21,74,64,0.0,10,14,2,2,False,3871.0
471,2014-05-22,65,59,0.27,10,12,3,2,False,3634.0
472,2014-05-23,67,57,0.01,10,20,4,2,False,3773.0
473,2014-05-24,66,57,1.09,10,14,5,2,False,3365.0
474,2014-05-25,80,56,0.02,10,13,6,2,False,3575.0
475,2014-05-26,86,66,0.0,10,18,0,2,True,3610.0
476,2014-05-27,86,62,0.0,10,20,1,2,False,4311.0
477,2014-05-28,61,54,0.0,10,18,2,2,False,3499.0
478,2014-05-29,63,51,0.0,10,16,3,2,False,3659.0
479,2014-05-30,74,56,0.0,10,15,4,2,False,3789.0
480,2014-05-31,68,59,0.03,10,22,5,2,False,3613.0
481,2014-06-01,76,57,0.01,10,14,6,3,False,3572.0
482,2014-06-02,78,61,0.0,10,16,0,3,False,4040.0
483,2014-06-03,85,66,0.0,10,20,1,3,False,3872.0
484,2014-06-04,79,62,0.06,10,13,2,3,False,3941.0
485,2014-06-05,76,62,0.4,10,17,3,3,False,3679.0
486,2014-06-06,76,61,0.3,10,16,4,3,False,4074.0
487,2014-06-07,82,63,0.0,10,12,5,3,False,3858.0
488,2014-06-08,84,68,0.0,10,16,6,3,False,3811.0
489,2014-06-09,73,62,0.45,10,13,0,3,False,3821.0
490,2014-06-10,75,63,0.79,10,12,1,3,False,3859.0
491,2014-06-11,68,62,0.04,10,20,2,3,False,3622.0
492,2014-06-12,76,59,0.01,10,14,3,3,False,3699.0
493,2014-06-13,75,62,0.14,10,22,4,3,False,3824.0
494,2014-06-14,73,62,1.43,10,23,5,3,False,3580.0
495,2014-06-15,78,61,0.0,10,17,6,3,False,3616.0
496,2014-06-16,78,65,0.0,10,16,0,3,False,4186.0
497,2014-06-17,87,70,0.0,10,17,1,3,False,4068.0
498,2014-06-18,87,76,0.0,10,21,2,3,False,4020.0
499,2014-06-19,78,68,0.0,10,12,3,3,False,3930.0
500,2014-06-20,79,66,0.0,10,14,4,3,False,3981.0
501,2014-06-21,75,62,0.0,10,16,5,3,False,3901.0
502,2014-06-22,77,64,0.0,10,13,6,3,False,3702.0
503,2014-06-23,81,67,0.0,10,16,0,3,False,3910.0
504,2014-06-24,80,69,0.0,10,21,1,3,False,3789.0
505,2014-06-25,84,71,0.0,10,21,2,3,False,3860.0
506,2014-06-26,85,70,0.07,10,15,3,3,False,3879.0
507,2014-06-27,81,68,0.0,10,14,4,3,False,3780.0
508,2014-06-28,87,69,0.0,10,14,5,3,False,3889.0
509,2014-06-29,81,70,0.0,10,17,6,3,False,3763.0
510,2014-06-30,84,69,0.0,10,18,0,3,False,3899.0
511,2014-07-01,87,73,0.0,10,20,1,3,False,3896.0
512,2014-07-02,90,73,0.0,10,22,2,3,False,4070.0
513,2014-07-03,88,70,0.65,10,26,3,3,False,3950.0
514,2014-07-04,74,66,0.71,10,21,4,3,True,3377.0
515,2014-07-05,82,65,0.16,10,22,5,3,False,3942.0
516,2014-07-06,86,70,0.0,10,18,6,3,False,3673.0
517,2014-07-07,92,73,0.0,10,20,0,3,False,3882.0
518,2014-07-08,93,72,0.18,10,30,1,3,False,3830.0
519,2014-07-09,87,73,0.0,10,17,2,3,False,3837.0
520,2014-07-10,81,70,0.0,10,12,3,3,False,3746.0
521,2014-07-11,84,71,0.0,10,12,4,3,False,3716.0
522,2014-07-12,86,71,0.0,10,18,5,3,False,3782.0
523,2014-07-13,81,72,0.0,10,22,6,3,False,3701.0
524,2014-07-14,84,72,0.41,10,20,0,3,False,3925.0
525,2014-07-15,86,71,0.57,10,17,1,3,False,3722.0
526,2014-07-16,82,69,0.93,10,15,2,3,False,3655.0
527,2014-07-17,81,68,0.0,10,15,3,3,False,3873.0
528,2014-07-18,81,68,0.0,10,10,4,3,False,3651.0
529,2014-07-20,75,67,0.0,10,16,6,3,False,3531.0
530,2014-07-21,83,67,0.0,10,16,0,3,False,3838.0
531,2014-07-22,85,73,0.0,10,18,1,3,False,3782.0
532,2014-07-23,88,74,0.0,10,17,2,3,False,3966.0
533,2014-07-24,80,73,0.12,10,14,3,3,False,3754.0
534,2014-07-25,82,67,0.0,10,12,4,3,False,3826.0
535,2014-07-26,81,71,0.0,10,14,5,3,False,3796.0
536,2014-07-27,87,72,0.0,10,15,6,3,False,3807.0
537,2014-07-28,84,69,0.26,10,21,0,3,False,3829.0
538,2014-07-29,76,65,0.0,10,21,1,3,False,3557.0
539,2014-07-30,81,65,0.0,10,15,2,3,False,3541.0
540,2014-07-31,82,70,0.0,10,17,3,3,False,3693.0
541,2014-08-02,73,65,0.34,10,20,5,3,False,3570.0
542,2014-08-03,75,66,0.12,10,10,6,3,False,3549.0
543,2014-08-04,82,71,0.01,10,16,0,3,False,3905.0
544,2014-08-05,87,73,0.0,10,14,1,3,False,3886.0
545,2014-08-08,82,67,0.0,10,12,4,3,False,3907.0
546,2014-08-09,85,70,0.0,10,8,5,3,False,3859.0
547,2014-08-10,86,71,0.0,10,10,6,3,False,3806.0
548,2014-08-11,86,74,0.0,10,16,0,3,False,4001.0
549,2014-08-12,80,73,0.0,10,17,1,3,False,3724.0
550,2014-08-13,82,73,0.0,10,22,2,3,False,3652.0
551,2014-08-14,79,64,0.15,10,18,3,3,False,3814.0
552,2014-08-15,72,64,0.0,10,16,4,3,False,3620.0
553,2014-08-16,78,66,0.0,10,14,5,3,False,3619.0
554,2014-08-17,81,69,0.0,10,15,6,3,False,3749.0
555,2014-08-18,80,64,0.01,10,16,0,3,False,3766.0
556,2014-08-19,79,66,0.0,10,13,1,3,False,3672.0
557,2014-08-20,82,71,0.0,10,14,2,3,False,3754.0
558,2014-08-21,80,69,0.07,10,14,3,3,False,3750.0
559,2014-08-22,76,66,1.2,10,15,4,3,False,3563.0
560,2014-08-23,73,67,0.04,10,15,5,3,False,3627.0
561,2014-08-24,80,65,0.0,10,13,6,3,False,3652.0
562,2014-08-25,86,68,0.0,10,9,0,3,False,3733.0
563,2014-08-26,85,71,0.0,10,14,1,3,False,3837.0
564,2014-08-27,89,73,0.0,10,15,2,3,False,3801.0
565,2014-08-28,80,68,0.0,10,17,3,3,False,3733.0
566,2014-08-29,77,64,0.0,10,14,4,3,False,3755.0
567,2014-08-30,77,68,0.0,10,17,5,3,False,3758.0
568,2014-08-31,89,73,0.0,10,28,6,3,False,3874.0
569,2014-09-01,87,76,0.79,10,12,0,4,True,3980.0
570,2014-09-02,92,79,0.0,10,22,1,4,False,4098.0
571,2014-09-03,84,73,0.0,10,18,2,4,False,3869.0
572,2014-09-04,85,71,0.0,10,15,3,4,False,4082.0
573,2014-09-05,85,73,0.0,10,15,4,4,False,4033.0
574,2014-09-07,80,66,0.21,10,15,6,4,False,3730.0
575,2014-09-08,76,66,0.0,10,16,0,4,False,4010.0
576,2014-09-09,72,64,0.0,10,20,1,4,False,3719.0
577,2014-09-10,75,63,0.0,10,16,2,4,False,3727.0
578,2014-09-11,83,69,0.0,10,17,3,4,False,3974.0
579,2014-09-12,75,63,0.0,10,14,4,4,False,3896.0
580,2014-09-14,70,55,0.19,10,14,6,4,False,3607.0
581,2014-09-15,71,55,0.0,10,12,0,4,False,3986.0
582,2014-09-16,68,58,0.01,10,13,1,4,False,3640.0
583,2014-09-17,72,60,0.41,10,10,2,4,False,3811.0
584,2014-09-18,75,61,0.0,10,10,3,4,False,4050.0
585,2014-09-19,65,55,0.0,10,18,4,4,False,3965.0
586,2014-09-20,73,58,0.0,10,18,5,4,False,3727.0
587,2014-09-21,77,66,0.21,10,10,6,4,False,3979.0
588,2014-09-22,72,57,0.0,10,18,0,4,False,3966.0
589,2014-09-23,72,54,0.0,10,15,1,4,False,3863.0
590,2014-09-24,70,60,0.0,10,17,2,4,False,3833.0
591,2014-09-25,64,58,0.02,10,24,3,4,False,3465.0
592,2014-09-26,76,60,0.15,10,13,4,4,False,3916.0
593,2014-09-27,82,72,0.0,10,8,5,4,False,3988.0
594,2014-09-28,84,65,0.0,10,13,6,4,False,3785.0
595,2014-09-29,84,65,0.0,10,13,0,4,False,4097.0
596,2014-09-30,71,63,0.0,10,15,1,4,False,3842.0
597,2014-10-01,66,61,0.04,10,14,2,4,False,3644.0
598,2014-10-02,67,60,0.0,10,13,3,4,False,3880.0
599,2014-10-03,68,57,0.0,10,14,4,4,False,4253.0
600,2014-10-04,70,55,0.07,10,24,5,4,False,3691.0
601,2014-10-05,61,47,0.98,10,20,6,4,False,3509.0
602,2014-10-06,70,51,0.0,10,22,0,4,False,4133.0
603,2014-10-07,72,64,0.0,10,21,1,4,False,3985.0
604,2014-10-08,72,64,0.06,10,24,2,4,False,4096.0
605,2014-10-09,69,58,0.0,10,24,3,4,False,3933.0
606,2014-10-10,63,55,0.0,10,10,4,4,False,3974.0
607,2014-10-11,60,52,0.13,10,16,5,4,False,3513.0
608,2014-10-12,62,49,0.2,10,10,6,4,False,3541.0
609,2014-10-13,65,54,0.0,10,14,0,4,True,3478.0
610,2014-10-14,74,64,0.03,10,20,1,4,False,4196.0
611,2014-10-15,76,69,0.0,10,23,2,4,False,4038.0
612,2014-10-16,72,64,0.72,10,18,3,4,False,3989.0
613,2014-10-17,71,0,0.08,10,15,4,4,False,4076.0
614,2014-10-18,69,57,0.0,10,21,5,4,False,3825.0
615,2014-10-19,57,45,0.0,10,25,6,4,False,3363.0
616,2014-10-20,60,44,0.0,10,12,0,4,False,3862.0
617,2014-10-21,66,55,0.0,10,14,1,4,False,3928.0
618,2014-10-22,59,51,0.35,10,23,2,4,False,3651.0
619,2014-10-23,54,51,1.0,10,25,3,4,False,3620.0
620,2014-10-24,62,51,0.23,10,18,4,4,False,3915.0
621,2014-10-25,68,52,0.0,10,17,5,4,False,3750.0
622,2014-10-26,62,55,0.0,10,23,6,4,False,3512.0
623,2014-10-27,64,51,0.0,10,16,0,4,False,4058.0
624,2014-10-29,71,54,0.0,10,20,2,4,False,3852.0
625,2014-10-30,58,49,0.0,10,17,3,4,False,3832.0
626,2014-10-31,55,45,0.0,10,24,4,4,False,3793.0
627,2014-11-01,48,43,0.05,10,24,5,4,False,3985.0
628,2014-11-02,48,42,0.17,10,33,6,4,False,3623.0
629,2014-11-03,62,41,0.0,10,20,0,4,False,4248.0
630,2014-11-04,68,56,0.0,10,15,1,4,False,3797.0
631,2014-11-05,64,57,0.0,10,17,2,4,False,3781.0
632,2014-11-06,57,48,0.13,10,12,3,4,False,3790.0
633,2014-11-07,52,41,0.21,10,28,4,4,False,3610.0
634,2014-11-08,47,38,0.0,10,18,5,4,False,3520.0
635,2014-11-09,57,47,0.0,10,10,6,4,False,3467.0
636,2014-11-10,60,43,0.0,10,12,0,4,False,3945.0
637,2014-11-11,63,48,0.0,10,13,1,4,True,3421.0
638,2014-11-12,65,46,0.0,10,17,2,4,False,3759.0
639,2014-11-13,48,37,0.0,10,13,3,4,False,3681.0
640,2014-11-14,42,37,0.2,10,22,4,4,False,3600.0
641,2014-11-15,42,34,0.0,10,15,5,4,False,3388.0
642,2014-11-16,44,36,0.0,10,12,6,4,False,3340.0
643,2014-11-17,52,39,0.51,10,24,0,4,False,3897.0
644,2014-11-18,45,24,1.0,10,26,1,4,False,3599.0
645,2014-11-19,35,22,0.0,10,21,2,4,False,3597.0
646,2014-11-21,36,28,0.0,10,25,4,4,False,3575.0
647,2014-11-22,44,29,0.0,10,18,5,4,False,3457.0
648,2014-11-23,55,44,0.0,10,12,6,4,False,3414.0
649,2014-11-24,66,48,0.61,10,31,0,4,False,4036.0
650,2014-11-25,67,51,0.0,10,15,1,4,False,3579.0
651,2014-11-26,51,34,0.0,10,24,2,4,False,3338.0
652,2014-11-27,38,35,1.07,10,20,3,4,True,2976.0
653,2014-11-28,37,29,0.01,10,22,4,4,False,3425.0
654,2014-11-29,44,29,0.0,10,13,5,4,False,3164.0
655,2014-11-30,54,44,0.0,10,14,6,4,False,3323.0
656,2014-12-01,63,41,0.0,10,20,0,1,False,3872.0
657,2014-12-02,43,35,0.05,10,20,1,1,False,3654.0
658,2014-12-03,47,41,0.12,10,21,2,1,False,3721.0
659,2014-12-05,47,34,0.0,10,17,4,1,False,3715.0
660,2014-12-06,49,40,0.7,10,20,5,1,False,3637.0
661,2014-12-07,41,30,1.14,10,24,6,1,False,3351.0
662,2014-12-08,36,25,0.0,10,22,0,1,False,3793.0
663,2014-12-09,45,36,0.45,10,30,1,1,False,3677.0
664,2014-12-10,40,33,2.26,10,22,2,1,False,3875.0
665,2014-12-12,37,32,0.0,10,21,4,1,False,3996.0
666,2014-12-13,43,35,0.0,10,22,5,1,False,3746.0
667,2014-12-14,45,38,0.0,10,16,6,1,False,3623.0
668,2014-12-15,47,37,0.0,10,8,0,1,False,4126.0
669,2014-12-16,49,36,0.0,10,13,1,1,False,3790.0
670,2014-12-17,52,42,0.19,10,18,2,1,False,3971.0
671,2014-12-18,42,38,0.0,10,23,3,1,False,3896.0
672,2014-12-19,38,32,0.0,10,22,4,1,False,4047.0
673,2014-12-20,33,30,0.0,10,14,5,1,False,3515.0
674,2014-12-21,36,32,0.0,10,10,6,1,False,3388.0
675,2014-12-22,45,35,0.0,10,17,0,1,False,3715.0
676,2014-12-23,46,43,0.17,10,17,1,1,False,3919.0
677,2014-12-24,55,43,0.08,3,18,2,1,False,3658.0
678,2014-12-25,61,45,0.71,10,24,3,1,True,3476.0
679,2014-12-26,49,41,0.0,10,14,4,1,False,3693.0
680,2014-12-27,55,43,0.0,10,10,5,1,False,3661.0
681,2014-12-28,52,42,0.0,10,15,6,1,False,3545.0
682,2014-12-29,43,35,0.1,10,17,0,1,False,3747.0
683,2014-12-30,34,28,0.0,10,16,1,1,False,3473.0
684,2014-12-31,31,27,0.0,10,17,2,1,False,3476.0
685,2015-01-01,38,28,0.0,10,18,3,1,True,4583.0
686,2015-01-02,42,35,0.0,10,20,4,1,False,3703.0
687,2015-01-03,41,32,0.0,10,14,5,1,False,3614.0
688,2015-01-04,56,41,0.85,10,24,6,1,False,3477.0
689,2015-01-05,49,22,0.13,10,28,0,1,False,4018.0
690,2015-01-06,22,18,0.0,10,15,1,1,False,3967.0
691,2015-01-07,25,10,0.05,10,30,2,1,False,3561.0
692,2015-01-08,20,8,0.0,10,22,3,1,False,3545.0
693,2015-01-09,32,20,0.0,10,22,4,1,False,4222.0
694,2015-01-10,23,17,0.06,10,21,5,1,False,3501.0
695,2015-01-12,39,34,0.0,10,13,0,1,False,4044.0
696,2015-01-13,36,17,0.39,10,22,1,1,False,3715.0
697,2015-01-14,31,17,0.0,10,16,2,1,False,3639.0
698,2015-01-15,34,26,0.0,10,16,3,1,False,3944.0
699,2015-01-16,42,20,0.0,10,32,4,1,False,3914.0
700,2015-01-17,30,17,0.0,10,18,5,1,False,3654.0
701,2015-01-18,42,30,0.0,10,16,6,1,False,4813.0
702,2015-01-19,41,37,1.98,10,24,0,1,True,3595.0
703,2015-01-20,39,32,0.0,10,16,1,1,False,3978.0
704,2015-01-21,34,25,0.0,10,10,2,1,False,3994.0
705,2015-01-22,39,30,0.0,10,20,3,1,False,3745.0
706,2015-01-23,38,28,0.0,10,21,4,1,False,3876.0
707,2015-01-24,39,32,0.66,10,22,5,1,False,3571.0
708,2015-01-25,41,30,0.07,10,18,6,1,False,3577.0
709,2015-01-26,28,21,0.0,10,29,0,1,False,3921.0
710,2015-01-27,27,19,0.45,10,25,1,1,False,3412.0
711,2015-01-28,33,18,0.01,10,18,2,1,False,3916.0
712,2015-01-29,35,21,0.0,10,12,3,1,False,3777.0
713,2015-01-30,37,20,0.07,10,32,4,1,False,3837.0
714,2015-01-31,26,14,0.01,10,33,5,1,False,3592.0
715,2015-02-01,35,21,0.0,10,12,6,1,False,3437.0
716,2015-02-02,34,16,0.84,10,29,0,1,False,4127.0
717,2015-02-03,28,15,0.26,10,23,1,1,False,4069.0
718,2015-02-04,41,24,0.0,10,13,2,1,False,4074.0
719,2015-02-05,39,14,0.0,10,28,3,1,False,3849.0
720,2015-02-06,27,13,0.0,10,21,4,1,False,3877.0
721,2015-02-07,36,26,0.0,10,15,5,1,False,3626.0
722,2015-02-08,36,31,0.01,10,21,6,1,False,3452.0
723,2015-02-09,31,26,0.03,10,22,0,1,False,3822.0
724,2015-02-10,38,26,0.04,10,17,1,1,False,3870.0
725,2015-02-11,33,22,0.0,10,17,2,1,False,3937.0
726,2015-02-12,39,17,0.0,10,30,3,1,False,3781.0
727,2015-02-13,21,9,0.0,10,29,4,1,False,3817.0
728,2015-02-14,32,17,0.0,10,15,5,1,False,3457.0
729,2015-02-15,25,5,0.01,10,33,6,1,False,3467.0
730,2015-02-16,21,4,0.0,10,23,0,1,True,3440.0
731,2015-02-17,28,14,0.11,10,15,1,1,False,3835.0
732,2015-02-18,30,19,0.02,10,14,2,1,False,3717.0
733,2015-02-19,25,10,0.0,10,29,3,1,False,3629.0
734,2015-02-21,32,15,0.01,10,16,5,1,False,3545.0
735,2015-02-22,41,32,0.71,10,15,6,1,False,3565.0
736,2015-02-23,38,9,0.0,10,25,0,1,False,4124.0
737,2015-02-24,24,6,0.0,10,17,1,1,False,3862.0
738,2015-02-25,37,21,0.0,10,17,2,1,False,3955.0
739,2015-02-26,29,22,0.0,10,16,3,1,False,3605.0
740,2015-02-27,30,19,0.0,10,16,4,1,False,3853.0
741,2015-02-28,29,15,0.0,10,18,5,1,False,3567.0
742,2015-03-01,30,24,0.0,10,15,6,2,False,3590.0
743,2015-03-02,38,28,0.48,10,25,0,2,False,3887.0
744,2015-03-03,36,24,0.0,10,17,1,2,False,3888.0
745,2015-03-04,47,36,0.73,10,12,2,2,False,3891.0
746,2015-03-05,40,21,0.46,10,24,3,2,False,3721.0
747,2015-03-06,27,15,0.38,10,16,4,2,False,4133.0
748,2015-03-07,38,21,0.0,10,15,5,2,False,3781.0
749,2015-03-08,48,35,0.0,10,21,6,2,False,3471.0
750,2015-03-09,53,37,0.02,10,15,0,2,False,4303.0
751,2015-03-11,58,37,0.44,10,18,2,2,False,3991.0
752,2015-03-12,47,38,0.0,10,25,3,2,False,3942.0
753,2015-03-13,43,31,0.0,10,15,4,2,False,3846.0
754,2015-03-14,52,38,0.21,10,14,5,2,False,3541.0
755,2015-03-15,47,37,0.81,10,30,6,2,False,3292.0
756,2015-03-16,51,36,0.0,10,17,0,2,False,3848.0
757,2015-03-17,54,35,0.0,10,33,1,2,False,3969.0
758,2015-03-18,37,29,0.01,10,30,2,2,False,3767.0
759,2015-03-19,42,29,0.0,10,17,3,2,False,3620.0
760,2015-03-20,37,30,0.0,10,18,4,2,False,3678.0
761,2015-03-21,48,29,0.29,10,18,5,2,False,3530.0
762,2015-03-22,44,29,0.0,10,24,6,2,False,3418.0
763,2015-03-23,37,24,0.0,10,22,0,2,False,3849.0
764,2015-03-24,44,26,0.0,10,12,1,2,False,3716.0
765,2015-03-26,57,37,0.05,10,15,3,2,False,3863.0
766,2015-03-27,46,39,0.52,10,20,4,2,False,3746.0
767,2015-03-28,41,29,0.0,10,20,5,2,False,3456.0
768,2015-03-29,46,27,0.0,10,17,6,2,False,3592.0
769,2015-03-30,53,34,0.0,10,22,0,2,False,3873.0
770,2015-03-31,46,36,0.0,10,16,1,2,False,3745.0
771,2015-04-01,51,34,0.14,10,16,2,2,False,3820.0
772,2015-04-02,62,39,0.0,10,22,3,2,False,3982.0
773,2015-04-03,63,54,0.0,10,20,4,2,False,3745.0
774,2015-04-04,59,44,0.04,10,31,5,2,False,3714.0
775,2015-04-05,61,43,0.0,10,23,6,2,False,3469.0
776,2015-04-06,60,40,0.0,10,14,0,2,False,3886.0
777,2015-04-07,56,42,0.01,10,20,1,2,False,3679.0
778,2015-04-08,45,37,0.16,10,21,2,2,False,3430.0
779,2015-04-09,44,37,0.0,10,20,3,2,False,3533.0
780,2015-04-10,57,39,0.25,10,16,4,2,False,3735.0
781,2015-04-11,56,46,0.0,10,28,5,2,False,3975.0
782,2015-04-12,65,44,0.0,10,17,6,2,False,3683.0
783,2015-04-13,64,48,0.0,10,24,0,2,False,4237.0
784,2015-04-14,65,54,0.0,10,20,1,2,False,3980.0
785,2015-04-15,70,52,0.0,10,21,2,2,False,3961.0
786,2015-04-16,62,48,0.0,10,14,3,2,False,3986.0
787,2015-04-17,71,55,0.08,10,15,4,2,False,4127.0
788,2015-04-18,77,56,0.0,10,18,5,2,False,4197.0
789,2015-04-19,62,48,0.0,10,15,6,2,False,3763.0
790,2015-04-20,58,45,0.0,10,31,0,2,False,3969.0
791,2015-04-21,66,52,0.0,10,21,1,2,False,3959.0
792,2015-04-22,66,51,0.07,10,22,2,2,False,4022.0
793,2015-04-23,49,42,0.1,10,24,3,2,False,3788.0
794,2015-04-24,50,39,0.0,10,25,4,2,False,3925.0
795,2015-04-25,59,39,0.0,10,16,5,2,False,3780.0
796,2015-04-26,60,45,0.0,10,18,6,2,False,3684.0
797,2015-04-27,60,49,0.0,10,18,0,2,False,3867.0
798,2015-04-28,68,51,0.0,10,20,1,2,False,3989.0
799,2015-04-29,75,48,0.0,10,24,2,2,False,4211.0
800,2015-04-30,63,47,0.0,10,20,3,2,False,3964.0
801,2015-05-01,59,48,0.0,10,13,4,2,False,4046.0
802,2015-05-02,68,48,0.0,10,16,5,2,False,3987.0
803,2015-05-03,75,51,0.0,10,17,6,2,False,4321.0
804,2015-05-04,82,54,0.0,10,21,0,2,False,4491.0
805,2015-05-05,80,66,0.0,10,15,1,2,False,4391.0
806,2015-05-06,69,59,0.0,10,12,2,2,False,4237.0
807,2015-05-07,75,52,0.0,10,14,3,2,False,4287.0
808,2015-05-08,78,55,0.0,10,14,4,2,False,4303.0
809,2015-05-09,64,53,0.0,6,14,5,2,False,3833.0
810,2015-05-10,81,57,0.01,10,17,6,2,False,3894.0
811,2015-05-11,81,68,0.0,10,21,0,2,False,4525.0
812,2015-05-12,86,64,0.0,10,22,1,2,False,4384.0
813,2015-05-13,67,54,0.0,10,23,2,2,False,4207.0
814,2015-05-14,71,52,0.0,10,16,3,2,False,4134.0
815,2015-05-15,74,56,0.0,10,22,4,2,False,4226.0
816,2015-05-16,74,59,0.01,10,9,5,2,False,4141.0
817,2015-05-17,82,61,0.28,10,12,6,2,False,4149.0
818,2015-05-18,70,55,0.0,10,22,0,2,False,4174.0
819,2015-05-19,80,55,0.01,10,16,1,2,False,4125.0
820,2015-05-20,67,55,0.0,10,23,2,2,False,4031.0
821,2015-05-21,61,54,0.0,10,14,3,2,False,3837.0
822,2015-05-22,74,55,0.0,10,21,4,2,False,4216.0
823,2015-05-23,68,50,0.0,10,22,5,2,False,3746.0
824,2015-05-24,79,56,0.0,10,18,6,2,False,3850.0
825,2015-05-25,83,65,0.0,10,18,0,2,True,3794.0
826,2015-05-26,85,67,0.0,10,17,1,2,False,4337.0
827,2015-05-27,81,67,0.0,10,22,2,2,False,4015.0
828,2015-05-28,82,67,0.02,10,15,3,2,False,4188.0
829,2015-05-30,82,66,0.0,10,22,5,2,False,4194.0
830,2015-05-31,84,57,0.0,10,21,6,2,False,4033.0
831,2015-06-01,57,51,1.69,10,21,0,3,False,3955.0
832,2015-06-02,55,50,0.47,10,18,1,3,False,3894.0
833,2015-06-03,67,53,0.24,10,13,2,3,False,4195.0
834,2015-06-05,68,55,0.0,10,12,4,3,False,4058.0
835,2015-06-06,74,59,0.55,10,23,5,3,False,3937.0
836,2015-06-07,71,57,0.0,10,20,6,3,False,3928.0
837,2015-06-08,77,62,0.0,10,21,0,3,False,4238.0
838,2015-06-09,85,66,0.05,10,22,1,3,False,4227.0
839,2015-06-10,81,67,0.0,10,16,2,3,False,4347.0
840,2015-06-12,87,72,0.0,10,13,4,3,False,4766.0
841,2015-06-13,83,73,0.0,10,20,5,3,False,4338.0
842,2015-06-14,86,68,0.0,10,17,6,3,False,4212.0
843,2015-06-15,79,63,0.79,10,22,0,3,False,4349.0
844,2015-06-16,79,64,0.02,10,12,1,3,False,4087.0
845,2015-06-18,70,64,0.0,10,15,3,3,False,4138.0
846,2015-06-19,85,66,0.0,10,14,4,3,False,4288.0
847,2015-06-20,73,64,0.0,10,15,5,3,False,3997.0
848,2015-06-22,88,73,0.29,10,18,0,3,False,4430.0
849,2015-06-23,91,75,0.0,10,22,1,3,False,4379.0
850,2015-06-24,83,69,0.07,10,15,2,3,False,4339.0
851,2015-06-25,83,70,0.0,10,14,3,3,False,4199.0
