,INCIDENT_DATE,TEMP_MAX_F,TEMP_MIN_F,PRECIPITATION_INCHES,VISIBILITY_MILES,MAX_WIND_SPEED_MPH,WEEKDAY,SEASON,HOLIDAY,TOTAL_CALL
338990,2013-04-11,59,48,0.0,10,18,3,2,False,143.0
290621,2013-04-12,47,42,0.0,10,25,4,2,False,176.0
342558,2013-04-13,56,42,0.0,10,12,5,2,False,149.0
345957,2013-04-14,55,49,0.0,10,18,6,2,False,141.0
349312,2013-04-15,56,45,0.0,10,15,0,2,False,155.0
353051,2013-04-16,60,47,0.0,10,24,1,2,False,146.0
356607,2013-04-17,68,55,0.0,10,13,2,2,False,171.0
360347,2013-04-18,61,50,0.0,10,18,3,2,False,136.0
391831,2013-04-19,70,54,0.0,10,28,4,2,False,140.0
363926,2013-04-20,64,50,0.0,10,21,5,2,False,122.0
367188,2013-04-21,52,39,0.0,10,20,6,2,False,133.0
370525,2013-04-22,55,42,0.0,10,21,0,2,False,143.0
395403,2013-04-23,52,42,0.0,10,21,1,2,False,142.0
398800,2013-04-25,67,48,0.0,10,22,3,2,False,149.0
402434,2013-04-26,65,51,0.0,10,16,4,2,False,143.0
406051,2013-04-27,67,49,0.0,10,13,5,2,False,139.0
373960,2013-04-28,67,51,0.0,10,20,6,2,False,135.0
409516,2013-04-29,59,54,0.0,10,13,0,2,False,141.0
413064,2013-04-30,65,51,0.0,10,15,1,2,False,112.0
416508,2013-05-01,66,49,0.0,10,15,2,2,False,138.0
420047,2013-05-02,67,50,0.0,10,13,3,2,False,165.0
423816,2013-05-03,63,51,0.0,10,17,4,2,False,165.0
377226,2013-05-04,66,50,0.0,10,15,5,2,False,132.0
380782,2013-05-05,60,46,0.0,10,16,6,2,False,171.0
427685,2013-05-06,67,47,0.0,10,13,0,2,False,147.0
384388,2013-05-07,71,53,0.0,10,14,1,2,False,164.0
431662,2013-05-08,65,55,0.0,10,20,2,2,False,159.0
435429,2013-05-09,68,55,0.0,10,13,3,2,False,169.0
439021,2013-05-10,80,61,0.0,10,18,4,2,False,161.0
388191,2013-05-11,68,62,0.0,10,14,5,2,False,152.0
458572,2013-05-12,69,55,0.0,10,24,6,2,False,137.0
443328,2013-05-13,56,49,0.0,10,21,0,2,False,157.0
447087,2013-05-14,62,45,0.0,10,17,1,2,False,155.0
497421,2013-05-15,69,54,0.0,10,18,2,2,False,171.0
450630,2013-05-16,78,63,0.0,10,16,3,2,False,146.0
454550,2013-05-17,73,61,0.0,10,16,4,2,False,154.0
462107,2013-05-18,65,56,0.0,10,12,5,2,False,140.0
465749,2013-05-20,78,57,0.0,10,13,0,2,False,168.0
469850,2013-05-21,85,68,0.0,10,18,1,2,False,192.0
501139,2013-05-22,78,57,0.0,10,20,2,2,False,156.0
473983,2013-05-23,79,64,0.0,10,18,3,2,False,149.0
477823,2013-05-24,67,49,0.0,10,22,4,2,False,146.0
504887,2013-05-25,55,46,0.0,10,30,5,2,False,152.0
508125,2013-05-26,66,50,0.0,10,23,6,2,False,119.0
511472,2013-05-27,76,56,0.0,10,14,0,2,True,158.0
481398,2013-05-28,71,57,0.0,10,13,1,2,False,169.0
514933,2013-05-29,81,57,0.0,10,12,2,2,False,149.0
485055,2013-05-30,93,74,0.0,10,13,3,2,False,165.0
518742,2013-05-31,92,77,0.0,10,14,4,2,False,166.0
523136,2013-06-01,89,75,0.0,10,14,5,3,False,178.0
527360,2013-06-02,87,70,0.0,10,18,6,3,False,166.0
489093,2013-06-03,77,70,0.0,10,13,0,3,False,161.0
493276,2013-06-04,75,59,0.0,10,17,1,3,False,174.0
531310,2013-06-05,72,59,0.0,10,12,2,3,False,142.0
539096,2013-06-06,71,60,0.0,10,15,3,3,False,162.0
542940,2013-06-07,65,59,0.0,10,28,4,3,False,143.0
577365,2013-06-08,77,57,0.0,10,21,5,3,False,170.0
546514,2013-06-09,81,64,0.0,10,14,6,3,False,149.0
550322,2013-06-10,68,62,0.0,10,18,0,3,False,166.0
581107,2013-06-11,81,63,0.0,10,26,1,3,False,155.0
535314,2013-06-12,76,66,0.0,10,24,2,3,False,144.0
584864,2013-06-13,71,59,0.0,10,32,3,3,False,128.0
588358,2013-06-14,73,55,0.0,10,20,4,3,False,159.0
554142,2013-06-15,81,65,0.0,10,13,5,3,False,168.0
557969,2013-06-16,82,69,0.0,10,21,6,3,False,143.0
592094,2013-06-17,86,71,0.0,10,15,0,3,False,186.0
596270,2013-06-18,80,66,0.0,10,15,1,3,False,163.0
600008,2013-06-19,76,61,0.0,10,16,2,3,False,138.0
603582,2013-06-20,79,65,0.0,10,17,3,3,False,146.0
561469,2013-06-21,81,66,0.0,10,16,4,3,False,189.0
565461,2013-06-23,87,71,0.0,10,20,6,3,False,151.0
569316,2013-06-24,94,76,0.0,10,17,0,3,False,176.0
607320,2013-06-25,93,75,0.0,10,16,1,3,False,171.0
611301,2013-06-26,88,77,0.0,10,18,2,3,False,152.0
573537,2013-06-27,82,73,0.0,10,18,3,3,False,161.0
615330,2013-06-28,87,73,0.0,10,15,4,3,False,165.0
622865,2013-06-30,85,73,0.0,10,15,6,3,False,152.0
642550,2013-07-01,78,73,0.0,10,18,0,3,False,160.0
663064,2013-07-02,83,73,0.0,10,16,1,3,False,186.0
666852,2013-07-03,84,74,0.0,10,18,2,3,False,162.0
619192,2013-07-04,91,77,0.0,10,15,3,3,True,169.0
626714,2013-07-05,92,77,0.0,10,15,4,3,False,181.0
631093,2013-07-06,95,79,0.0,10,16,5,3,False,168.0
634910,2013-07-07,96,82,0.0,10,16,6,3,False,145.0
670702,2013-07-08,90,76,0.0,10,16,0,3,False,148.0
674461,2013-07-10,91,75,0.0,10,18,2,3,False,175.0
678441,2013-07-11,84,77,0.0,10,14,3,3,False,155.0
682127,2013-07-12,77,69,0.0,10,18,4,3,False,146.0
638829,2013-07-13,76,69,0.0,10,16,5,3,False,153.0
685864,2013-07-14,93,72,0.0,10,15,6,3,False,151.0
689671,2013-07-15,94,80,0.0,10,17,0,3,False,181.0
693720,2013-07-16,93,80,0.0,10,16,1,3,False,139.0
646308,2013-07-17,95,79,0.0,10,15,2,3,False,151.0
697649,2013-07-18,99,83,0.0,10,13,3,3,False,177.0
650314,2013-07-19,99,86,0.0,10,18,4,3,False,177.0
654830,2013-07-20,94,83,0.0,10,20,5,3,False,153.0
658880,2013-07-22,81,75,0.0,10,16,0,3,False,169.0
701817,2013-07-23,89,75,0.0,10,14,1,3,False,188.0
705747,2013-07-24,82,72,0.0,10,17,2,3,False,154.0
709359,2013-07-25,69,64,0.0,10,17,3,3,False,144.0
760261,2013-07-26,82,65,0.0,10,13,4,3,False,135.0
712730,2013-07-27,83,71,0.0,10,18,5,3,False,161.0
716397,2013-07-28,81,71,0.0,10,15,6,3,False,144.0
763820,2013-07-29,87,71,0.0,10,20,0,3,False,162.0
719743,2013-07-30,81,70,0.0,10,14,1,3,False,137.0
767498,2013-07-31,82,71,0.0,10,13,2,3,False,167.0
771034,2013-08-01,78,69,0.0,10,15,3,3,False,143.0
723489,2013-08-02,85,70,0.0,10,16,4,3,False,153.0
727216,2013-08-03,80,72,0.0,10,13,5,3,False,140.0
731078,2013-08-04,80,70,0.0,10,18,6,3,False,123.0
774575,2013-08-05,78,65,0.0,10,17,0,3,False,151.0
734657,2013-08-06,81,67,0.0,10,15,1,3,False,163.0
778150,2013-08-07,80,72,0.0,10,21,2,3,False,143.0
738308,2013-08-08,81,71,0.0,10,15,3,3,False,126.0
741770,2013-08-09,88,73,0.0,10,21,4,3,False,201.0
745559,2013-08-10,84,72,0.0,10,16,5,3,False,151.0
749386,2013-08-11,81,67,0.0,10,14,6,3,False,170.0
781698,2013-08-12,81,71,0.0,10,9,0,3,False,167.0
785452,2013-08-13,78,70,0.0,10,10,1,3,False,133.0
788896,2013-08-14,74,62,0.0,10,22,2,3,False,133.0
792434,2013-08-15,77,63,0.0,10,13,3,3,False,151.0
752914,2013-08-16,78,67,0.0,10,13,4,3,False,169.0
756613,2013-08-17,81,68,0.0,10,12,5,3,False,155.0
795922,2013-08-18,75,69,0.0,10,9,6,3,False,133.0
799399,2013-08-19,80,68,0.0,10,12,0,3,False,138.0
802883,2013-08-20,88,70,0.0,10,10,1,3,False,159.0
810119,2013-08-21,89,75,0.0,10,15,2,3,False,143.0
806643,2013-08-22,79,73,0.0,10,15,3,3,False,137.0
813700,2013-08-23,81,72,0.0,10,17,4,3,False,168.0
839181,2013-08-24,78,64,0.0,10,15,5,3,False,141.0
842647,2013-08-25,83,68,0.0,10,16,6,3,False,131.0
846153,2013-08-26,84,70,0.0,10,14,0,3,False,143.0
817404,2013-08-27,85,73,0.0,10,21,1,3,False,150.0
849720,2013-08-28,82,73,0.0,10,10,2,3,False,139.0
821015,2013-08-29,78,72,0.0,10,16,3,3,False,144.0
853259,2013-08-30,85,70,0.0,10,13,4,3,False,152.0
856938,2013-08-31,85,73,0.0,10,15,5,3,False,143.0
824526,2013-09-01,84,75,0.0,10,13,6,4,False,144.0
828256,2013-09-02,81,72,0.0,10,14,0,4,True,126.0
831774,2013-09-03,82,72,0.0,10,16,1,4,False,131.0
860772,2013-09-04,82,67,0.0,10,18,2,4,False,147.0
864350,2013-09-05,77,67,0.0,10,15,3,4,False,128.0
867736,2013-09-06,71,57,0.0,10,13,4,4,False,140.0
871291,2013-09-07,78,61,0.0,10,15,5,4,False,134.0
874846,2013-09-08,80,66,0.0,10,18,6,4,False,148.0
878185,2013-09-09,72,59,0.0,10,13,0,4,False,126.0
881544,2013-09-10,87,69,0.0,10,13,1,4,False,171.0
835397,2013-09-11,93,77,0.0,10,16,2,4,False,144.0
885261,2013-09-12,85,71,0.0,10,21,3,4,False,156.0
896017,2013-09-13,76,62,0.0,10,20,4,4,False,148.0
937085,2013-09-14,66,56,0.0,10,16,5,4,False,137.0
889133,2013-09-15,72,54,0.0,10,13,6,4,False,134.0
940549,2013-09-16,71,61,0.0,10,18,0,4,False,166.0
944219,2013-09-17,64,50,0.0,10,17,1,4,False,143.0
947552,2013-09-18,71,55,0.0,10,12,2,4,False,140.0
892543,2013-09-19,76,57,0.0,10,14,3,4,False,140.0
899786,2013-09-20,77,62,0.0,10,15,4,4,False,133.0
951071,2013-09-21,75,61,0.0,10,24,5,4,False,172.0
954638,2013-09-22,70,58,0.0,10,21,6,4,False,135.0
903598,2013-09-23,66,52,0.0,10,17,0,4,False,146.0
907305,2013-09-24,73,50,0.0,10,14,1,4,False,172.0
958028,2013-09-25,72,55,0.0,10,9,2,4,False,164.0
961664,2013-09-26,68,59,0.0,10,16,3,4,False,155.0
911014,2013-09-27,66,57,0.0,10,12,4,4,False,159.0
914627,2013-09-28,72,58,0.0,10,13,5,4,False,138.0
965253,2013-09-29,70,60,0.0,10,12,6,4,False,135.0
918153,2013-09-30,73,58,0.0,10,9,0,4,False,158.0
968660,2013-10-01,80,62,0.0,10,12,1,4,False,164.0
921711,2013-10-02,84,66,0.0,10,13,2,4,False,161.0
925785,2013-10-03,79,65,0.0,10,8,3,4,False,150.0
929715,2013-10-04,85,68,0.0,10,14,4,4,False,180.0
933532,2013-10-05,73,64,0.0,10,14,5,4,False,147.0
972461,2013-10-06,70,64,0.0,9,14,6,4,False,132.0
975876,2013-10-07,77,63,0.0,10,26,0,4,False,152.0
979610,2013-10-08,66,56,0.0,10,16,1,4,False,135.0
997312,2013-10-09,63,54,0.0,10,22,2,4,False,133.0
983108,2013-10-10,65,55,0.0,10,22,3,4,False,145.0
986600,2013-10-11,69,61,0.0,10,22,4,4,False,145.0
1026564,2013-10-12,72,61,0.0,10,24,5,4,False,125.0
990212,2013-10-13,64,57,0.0,10,23,6,4,False,147.0
1030120,2013-10-14,64,53,0.0,10,10,0,4,True,139.0
993520,2013-10-15,68,56,0.0,10,12,1,4,False,125.0
1033399,2013-10-16,64,57,0.0,10,10,2,4,False,121.0
1036917,2013-10-17,72,61,0.0,10,14,3,4,False,155.0
1040388,2013-10-18,68,58,0.0,10,22,4,4,False,152.0
1000904,2013-10-19,63,54,0.0,10,10,5,4,False,124.0
1044118,2013-10-20,63,51,0.0,10,21,6,4,False,159.0
1004303,2013-10-21,66,53,0.0,10,16,0,4,False,153.0
1047375,2013-10-22,66,54,0.0,10,15,1,4,False,132.0
1050870,2013-10-23,54,48,0.0,10,16,2,4,False,150.0
1054257,2013-10-25,54,42,0.0,10,20,4,4,False,117.0
1057710,2013-10-26,55,44,0.0,10,20,5,4,False,153.0
1061078,2013-10-27,58,49,0.0,10,15,6,4,False,147.0
1007889,2013-10-28,61,45,0.0,10,15,0,4,False,163.0
1064365,2013-10-29,54,44,0.0,10,12,1,4,False,155.0
1011633,2013-10-30,59,48,0.0,10,12,2,4,False,154.0
1015115,2013-10-31,65,54,0.0,10,14,3,4,False,165.0
1018725,2013-11-01,70,62,0.0,10,21,4,4,False,166.0
1022873,2013-11-02,67,56,0.0,10,15,5,4,False,144.0
1078441,2013-11-04,45,34,0.0,10,16,0,4,False,130.0
1098211,2013-11-06,59,48,0.0,10,14,2,4,False,161.0
1101793,2013-11-07,63,46,0.0,10,24,3,4,False,175.0
1067943,2013-11-08,49,41,0.0,10,22,4,4,False,150.0
1105333,2013-11-09,50,40,0.0,10,16,5,4,False,138.0
1108699,2013-11-10,60,45,0.0,10,25,6,4,False,140.0
1071423,2013-11-11,53,44,0.0,10,23,0,4,True,147.0
1112001,2013-11-12,51,33,0.0,10,22,1,4,False,151.0
1115352,2013-11-13,39,30,0.0,10,20,2,4,False,123.0
1119004,2013-11-14,52,35,0.0,10,18,3,4,False,137.0
1074667,2013-11-15,56,43,0.0,10,10,4,4,False,148.0
1082051,2013-11-16,58,47,0.0,10,14,5,4,False,151.0
1122180,2013-11-17,61,48,0.0,7,12,6,4,False,123.0
1125535,2013-11-18,65,54,0.0,10,18,0,4,False,159.0
1085462,2013-11-19,50,38,0.0,10,26,1,4,False,132.0
1129262,2013-11-20,44,32,0.0,10,15,2,4,False,153.0
1132691,2013-11-21,51,36,0.0,10,12,3,4,False,150.0
1136074,2013-11-23,54,34,0.0,10,30,5,4,False,148.0
1088947,2013-11-24,30,24,0.0,10,31,6,4,False,113.0
1091945,2013-11-25,35,24,0.0,10,18,0,4,False,151.0
1139383,2013-11-26,44,34,0.0,10,12,1,4,False,150.0
1143058,2013-11-27,59,36,0.0,10,26,2,4,False,156.0
1095427,2013-11-28,35,31,0.0,10,28,3,4,True,130.0
1146341,2013-11-29,38,32,0.0,10,17,4,4,False,149.0
1149655,2013-11-30,37,25,0.0,10,14,5,4,False,132.0
1170880,2013-12-02,45,41,0.0,10,9,0,1,False,138.0
1174642,2013-12-03,53,38,0.0,10,9,1,1,False,139.0
1178289,2013-12-04,48,40,0.0,8,9,2,1,False,137.0
1181988,2013-12-05,58,46,0.0,10,10,3,1,False,150.0
1185784,2013-12-06,55,37,0.0,10,17,4,1,False,158.0
1189645,2013-12-07,41,34,0.0,10,17,5,1,False,120.0
1192960,2013-12-08,33,28,0.0,10,15,6,1,False,144.0
1196035,2013-12-09,39,32,0.0,10,23,0,1,False,135.0
1199676,2013-12-10,38,31,0.0,10,18,1,1,False,149.0
1203049,2013-12-11,33,27,0.0,10,20,2,1,False,135.0
1206536,2013-12-12,29,23,0.0,10,21,3,1,False,130.0
1152785,2013-12-13,35,25,0.0,10,21,4,1,False,121.0
1156445,2013-12-14,36,24,0.0,10,29,5,1,False,117.0
1210058,2013-12-15,39,30,0.0,10,28,6,1,False,133.0
1159998,2013-12-16,33,26,0.0,10,22,0,1,False,152.0
1213432,2013-12-17,32,24,0.0,10,16,1,1,False,171.0
1163816,2013-12-18,37,24,0.0,10,18,2,1,False,152.0
1217229,2013-12-19,44,31,0.0,10,16,3,1,False,174.0
1221120,2013-12-20,52,39,0.0,10,13,4,1,False,168.0
1225031,2013-12-21,60,50,0.0,10,15,5,1,False,164.0
1228957,2013-12-22,69,53,0.0,10,18,6,1,False,126.0
1232566,2013-12-24,41,29,0.0,10,21,1,1,False,132.0
1167681,2013-12-25,30,20,0.0,10,22,2,1,True,144.0
1235860,2013-12-26,36,30,0.0,10,15,3,1,False,136.0
1254477,2013-12-27,40,33,0.0,10,18,4,1,False,140.0
1239231,2013-12-28,55,36,0.0,10,20,5,1,False,133.0
1257954,2013-12-29,47,39,0.0,10,21,6,1,False,122.0
1261229,2013-12-30,44,25,0.0,10,22,0,1,False,155.0
1264604,2013-12-31,32,21,0.0,10,22,1,1,False,127.0
1242614,2014-01-01,33,25,0.0,10,17,2,1,True,176.0
1267855,2014-01-04,27,10,0.0,10,10,5,1,False,130.0
1271346,2014-01-05,48,26,0.0,10,16,6,1,False,203.0
1275498,2014-01-06,52,26,0.0,10,28,0,1,False,171.0
1279569,2014-01-07,15,4,0.0,10,28,1,1,False,130.0
1283198,2014-01-08,23,9,0.0,10,16,2,1,False,157.0
1286840,2014-01-09,33,23,0.0,10,14,3,1,False,135.0
1290568,2014-01-10,34,27,0.0,10,8,4,1,False,202.0
1247009,2014-01-11,55,34,0.0,10,23,5,1,False,155.0
1294751,2014-01-12,54,40,0.0,10,23,6,1,False,161.0
1298051,2014-01-13,49,35,0.0,10,15,0,1,False,137.0
1250715,2014-01-14,49,44,0.0,10,15,1,1,False,122.0
1301927,2014-01-15,46,36,0.0,10,9,2,1,False,156.0
1305682,2014-01-16,41,36,0.0,10,14,3,1,False,150.0
1309301,2014-01-17,45,33,0.0,10,14,4,1,False,163.0
1312904,2014-01-18,38,30,0.0,10,20,5,1,False,131.0
1316040,2014-01-19,38,25,0.0,10,21,6,1,False,139.0
1319270,2014-01-20,46,34,0.0,10,23,0,1,True,108.0
1322501,2014-01-21,29,12,0.0,10,22,1,1,False,141.0
1326629,2014-01-22,18,7,0.0,10,28,2,1,False,143.0
1357887,2014-01-23,21,9,0.0,10,21,3,1,False,142.0
1361524,2014-01-24,19,11,0.0,10,20,4,1,False,160.0
1364969,2014-01-25,27,19,0.0,10,22,5,1,False,120.0
1329970,2014-01-26,31,18,0.0,10,25,6,1,False,136.0
1333150,2014-01-27,43,23,0.0,10,21,0,1,False,155.0
1368223,2014-01-28,20,13,0.0,10,20,1,1,False,147.0
1371699,2014-01-29,23,15,0.0,10,18,2,1,False,144.0
1375124,2014-01-30,29,18,0.0,10,13,3,1,False,137.0
1378604,2014-01-31,39,26,0.0,10,12,4,1,False,138.0
1382054,2014-02-01,43,33,0.0,10,12,5,1,False,132.0
1385603,2014-02-02,54,31,0.0,10,12,6,1,False,125.0
1389005,2014-02-03,41,30,0.0,10,15,0,1,False,172.0
1392779,2014-02-04,36,25,0.0,10,14,1,1,False,143.0
1336769,2014-02-05,34,28,0.0,10,21,2,1,False,150.0
1396664,2014-02-06,30,23,0.0,10,17,3,1,False,172.0
1340263,2014-02-07,33,25,0.0,10,18,4,1,False,153.0
1344049,2014-02-08,29,22,0.0,10,15,5,1,False,131.0
1347469,2014-02-09,29,21,0.0,10,14,6,1,False,141.0
1400704,2014-02-10,29,22,0.0,10,22,0,1,False,154.0
1350746,2014-02-12,23,14,0.0,10,13,2,1,False,169.0
1404411,2014-02-13,36,24,0.0,10,31,3,1,False,147.0
1407640,2014-02-14,40,30,0.0,10,31,4,1,False,163.0
1354293,2014-02-15,36,30,0.0,10,24,5,1,False,131.0
1411357,2014-02-16,29,22,0.0,10,22,6,1,False,120.0
1439080,2014-02-17,32,19,0.0,10,20,0,1,True,130.0
1442345,2014-02-18,39,25,0.0,10,25,1,1,False,145.0
1445761,2014-02-19,44,29,0.0,10,16,2,1,False,161.0
1449283,2014-02-24,43,28,0.0,10,24,0,1,False,142.0
1452833,2014-02-25,32,25,0.0,10,23,1,1,False,120.0
1456191,2014-02-27,32,17,0.0,10,32,3,1,False,140.0
